"106年06月07日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"通信網路類指數","126.26","-","0.57","-0.45",
"電子零組件類指數","90.33","-","0.34","-0.37",
"電子通路類指數","115.63","-","0.26","-0.22",
"資訊服務類指數","91.57","-","0.35","-0.38",
"其他電子類指數","108.34","-","0.27","-0.25",
"建材營造類指數","264.36","-","0.08","-0.03",
"航運類指數","62.95","-","0.10","-0.16",
"觀光類指數","125.95","-","0.51","-0.40",
"金融保險類指數","1,102.17","-","0.69","-0.06",
"貿易百貨類指數","230.16","+","2.90","1.28",
"油電燃氣類指數","135.44","+","1.20","0.89",
"其他類指數","251.19","-","0.42","-0.17",
"臺指日報酬兩倍指數","15,174.60","+","11.32","0.07",
"臺指日報酬反向一倍指數","7,788.91","-","2.91","-0.04",
"電子類兩倍槓桿指數","12,597.68","-","4.69","-0.04",
"電子類反向指數","8,279.08","+","1.54","0.02",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","13,067.69","+","2.81","0.02",
"發行量加權股價報酬指數","16,836.46","+","6.30","0.04",
"臺灣公司治理100報酬指數","6,236.35","+","14.53","0.23",
"臺灣50報酬指數","12,950.16","+","25.56","0.20",
"臺灣中型100報酬指數","10,969.94","-","49.22","-0.45",
"臺灣資訊科技報酬指數","15,131.68","+","46.08","0.31",
"臺灣發達報酬指數","13,094.86","-","10.06","-0.08",
"臺灣高股息報酬指數","11,018.67","-","37.22","-0.34",
"臺灣就業99報酬指數","7,281.33","-","20.05","-0.27",
"臺灣高薪100報酬指數","6,191.07","+","5.10","0.08",
"臺灣低波動高股息報酬指數","3,159.26","-","2.69","-0.09",
"未含金融電子股報酬指數","19,494.67","+","33.62","0.17",
"小型股300報酬指數","6,298.29","-","15.94","-0.25",
"漲升股利150報酬指數","6,060.81","-","4.49","-0.07",
"漲升股利100報酬指數","6,040.21","-","2.93","-0.05",
"藍籌 30 報酬指數","5,378.90","+","5.63","0.10",
"工業菁英 30 報酬指數","5,656.23","+","20.37","0.36",
"電子菁英 30 報酬指數","5,702.89","+","8.01","0.14",
"低波動精選 30 報酬指數","5,278.70","-","5.55","-0.11",
"低貝塔 100 報酬指數","5,368.40","-","15.25","-0.28",
"中小型精選50報酬指數","5,094.97","-","1.54","-0.03",
"中小型A級動能50報酬指數","5,494.61","-","41.34","-0.75",
"水泥類報酬指數","165.25","-","0.07","-0.04",
"食品類報酬指數","1,866.47","+","19.06","1.03",
"塑膠類報酬指數","344.91","-","0.44","-0.13",
"紡織纖維類報酬指數","638.21","-","0.38","-0.06",
"電機機械類報酬指數","221.82","-","1.60","-0.72",
"電器電纜類報酬指數","48.48","-","0.25","-0.51",
"化學生技醫療類報酬指數","127.35","-","0.21","-0.16",
"化學類報酬指數","133.68","-","0.48","-0.36",
"生技醫療類報酬指數","83.07","+","0.09","0.11",
"玻璃陶瓷類報酬指數","42.25","+","1.51","3.71",
"造紙類報酬指數","273.09","+","5.37","2.01",
"鋼鐵類報酬指數","131.01","-","0.18","-0.14",
"橡膠類報酬指數","412.77","-","1.60","-0.39",
"汽車類報酬指數","361.42","+","3.68","1.03",
"電子類報酬指數","651.41","-","0.11","-0.02",
"半導體類報酬指數","216.85","+","0.60","0.28",
"電腦及週邊設備類報酬指數","168.12","-","0.06","-0.04",
"光電類報酬指數","54.90","-","0.10","-0.18",
"通信網路類報酬指數","210.81","-","0.97","-0.46",
"電子零組件類報酬指數","135.67","-","0.51","-0.37",
"電子通路類報酬指數","194.20","-","0.45","-0.23",
"資訊服務類報酬指數","155.64","-","0.61","-0.39",
"其他電子類報酬指數","136.70","-","0.35","-0.26",
"建材營造類報酬指數","385.98","-","0.12","-0.03",
"航運類報酬指數","78.29","-","0.12","-0.15",
"觀光類報酬指數","146.51","-","0.59","-0.40",
"金融保險類報酬指數","1,488.21","-","0.93","-0.06",
"貿易百貨類報酬指數","289.13","+","3.64","1.28",
"油電燃氣類報酬指數","170.36","+","1.50","0.89",
"其他類報酬指數","345.54","-","0.58","-0.17",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","95,603,672,642","2,292,483,698","781,668",
"2.台灣存託憑證","19,903,096","3,425,859","686",
"3.受益憑證","0","0","0",
"4.ETF","6,108,008,575","313,274,588","43,732",
"5.受益證券","7,128,134","507,310","117",
"6.變更交易股票","13,999,804","7,049,453","852",
"7.認購(售)權證","2,083,698,070","1,943,207,000","59,543",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","95,617,672,446","2,299,533,151","782,520",
"總計(1~12)","103,836,410,321","4,559,947,908","886,598",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,084(5)","269(4)",
"下跌(跌停)","3,417(22)","495(2)",
"持平","536","126",
"未成交","4,345","4",
"無比價","1,087","2",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年06月07日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","1,844,790","485","143,852,570","77.90","78.10","77.70","77.95"," ","0.00","77.90","3","77.95","4","0.00",
="0051","元大中型100","5,346","7","153,308","28.70","28.78","28.64","28.64","+","0.01","28.53","1","28.64","1","0.00",
="0052","富邦科技","8,000","6","381,120","47.67","47.67","47.61","47.62","+","0.01","47.48","10","47.87","1","0.00",
="0053","元大電子","14,000","11","478,550","34.18","34.30","34.10","34.10","-","0.03","34.12","50","34.15","1","0.00",
="0054","元大台商50","5,000","3","121,060","24.29","24.35","24.14","24.14","-","0.07","24.17","50","24.20","10","0.00",
="0055","元大MSCI金融","47,000","21","701,800","14.93","15.00","14.93","14.95","+","0.02","14.92","1","14.95","5","0.00",
="0056","元大高股息","905,701","425","22,622,915","25.00","25.04","24.91","24.93","-","0.07","24.92","43","24.93","30","0.00",
="0057","富邦摩台","7,000","4","323,860","46.36","46.36","46.10","46.25","+","0.05","46.10","9","46.23","20","0.00",
="0058","富邦發達","4,000","4","177,420","44.31","44.39","44.31","44.33","+","0.02","44.13","10","44.44","10","0.00",
="0059","富邦金融","4,000","4","141,100","35.27","35.30","35.24","35.24","+","0.10","35.01","1","35.25","5","0.00",
="0061","元大寶滬深","5,322,122","1,301","83,338,213","15.52","15.76","15.52","15.75","+","0.26","15.75","80","15.76","76","0.00",
="006203","元大MSCI台灣","0","0","0","--","--","--","--"," ","0.00","35.85","10","36.14","20","0.00",
="006204","永豐臺灣加權","5,000","5","253,950","50.85","50.85","50.55","50.55","-","0.15","50.55","15","50.75","100","0.00",
="006205","富邦上証","4,191,853","880","115,641,246","27.35","27.70","27.34","27.67","+","0.38","27.66","4","27.67","36","0.00",
="006206","元大上證50","1,830,627","595","49,443,869","26.70","27.14","26.70","27.04","+","0.40","27.04","20","27.06","1","0.00",
="006207","FH滬深","1,243,000","239","25,522,030","20.39","20.62","20.32","20.58","+","0.28","20.58","71","20.59","62","0.00",
="006208","富邦台50","3,400","6","155,189","45.71","45.71","45.62","45.70"," ","0.00","45.70","9","45.84","10","0.00",
="00625K","富邦上証+R","54,000","4","334,420","6.23","6.23","6.19","6.19","+","0.10","6.24","30","6.26","2","0.00",
="00631L","元大台灣50正2","1,520,115","410","46,776,975","30.65","30.92","30.62","30.77","+","0.07","30.76","31","30.77","17","0.00",
="00632R","元大台灣50反1","38,030,529","5,210","549,481,373","14.46","14.49","14.41","14.44","-","0.01","14.44","4,615","14.45","2,329","0.00",
="00633L","富邦上証正2","57,174,650","8,763","2,114,298,032","36.40","37.30","36.39","37.16","+","1.13","37.16","127","37.18","18","0.00",
="00634R","富邦上証反1","1,683,000","245","14,103,300","8.44","8.46","8.34","8.35","-","0.14","8.35","63","8.36","31","0.00",
="00635U","元大S&P黃金","1,699,150","354","34,513,854","20.35","20.35","20.30","20.30","+","0.09","20.30","44","20.31","10","0.00",
="00636","國泰中國A50","3,125,464","325","53,372,438","16.85","17.14","16.85","17.10","+","0.25","17.09","100","17.10","17","0.00",
="00637L","元大滬深300正2","104,811,964","11,871","1,462,990,471","13.71","14.08","13.71","14.05","+","0.47","14.04","134","14.05","255","0.00",
="00638R","元大滬深300反1","186,000","61","3,200,480","17.31","17.31","17.12","17.14","-","0.19","17.12","1","17.14","1","0.00",
="00639","富邦深100","7,025,405","1,176","67,124,504","9.47","9.61","9.47","9.61","+","0.16","9.60","219","9.61","84","0.00",
="00640L","富邦日本正2","774,000","127","15,280,610","19.68","19.88","19.68","19.85","-","0.07","19.82","110","19.85","68","0.00",
="00641R","富邦日本反1","648,000","75","10,794,150","16.68","16.69","16.62","16.64","+","0.04","16.64","28","16.65","51","0.00",
="00642U","元大S&P石油","4,544,338","1,533","76,384,081","16.77","16.85","16.76","16.82","+","0.24","16.81","53","16.82","558","0.00",
="00643","群益深証中小","2,540,500","542","34,127,719","13.29","13.52","13.29","13.51","+","0.22","13.51","4","13.52","44","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.08","15","3.09","15","0.00",
="00645","富邦日本","53,694","14","1,096,379","20.38","20.43","20.38","20.43","-","0.07","20.43","1","20.46","20","0.00",
="00646","元大S&P500","51,000","22","1,101,400","21.59","21.61","21.59","21.60","+","0.04","21.60","22","21.65","4","0.00",
="00647L","元大S&P500正2","2,000","2","52,310","26.20","26.20","26.11","26.11","X","0.00","26.15","50","26.21","2","0.00",
="00648R","元大S&P500反1","986,000","121","15,356,250","15.58","15.60","15.57","15.57","-","0.01","15.57","147","15.58","19","0.00",
="00649","FH香港","121,000","14","2,234,060","18.32","18.50","18.32","18.46","+","0.08","18.46","1","18.47","30","0.00",
="00650L","FH香港正2","831,000","65","21,951,760","26.41","26.50","26.38","26.40","+","0.11","26.37","5","26.40","5","0.00",
="00651R","FH香港反1","113,000","14","1,143,960","10.12","10.14","10.12","10.13","-","0.03","10.12","6","10.15","50","0.00",
="00652","富邦印度","197,778","49","4,382,345","22.10","22.19","22.10","22.16","+","0.03","22.16","103","22.18","20","0.00",
="00653L","富邦印度正2","717,000","84","18,996,050","26.35","26.58","26.35","26.50","+","0.11","26.48","52","26.50","58","0.00",
="00654R","富邦印度反1","103,000","22","1,669,270","16.20","16.23","16.19","16.21","+","0.02","16.18","76","16.20","30","0.00",
="00655L","國泰中國A50正2","3,779,000","688","101,987,710","26.61","27.30","26.60","27.18","+","0.79","27.18","20","27.19","70","0.00",
="00656R","國泰中國A50反1","23,000","7","361,000","15.81","15.81","15.67","15.68","-","0.27","15.68","105","15.70","50","0.00",
="00657","國泰日經225","101,000","7","2,436,220","24.14","24.14","24.11","24.11","-","0.13","24.17","102","24.20","10","0.00",
="00658L","國泰日本正2","64,000","9","1,859,730","29.10","29.10","29.02","29.03","-","0.33","29.16","100","29.21","30","0.00",
="00659R","國泰日本反1","144,000","25","2,170,390","15.11","15.11","15.04","15.04","+","0.03","15.04","53","15.07","52","0.00",
="00660","元大歐洲50","69,000","14","1,717,490","25.01","25.01","24.88","24.95","-","0.21","24.88","1","24.95","49","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","24.97","50","25.13","50","0.00",
="00662","富邦NASDAQ","308,000","17","7,557,970","24.53","24.56","24.50","24.56"," ","0.00","24.55","373","24.56","49","0.00",
="00663L","國泰臺灣加權正2","914,000","59","25,778,500","28.10","28.32","27.98","28.10","-","0.01","28.10","283","28.13","200","0.00",
="00664R","國泰臺灣加權反1","2,100,000","211","34,342,510","16.37","16.41","16.31","16.37"," ","0.00","16.37","165","16.38","100","0.00",
="00665L","富邦H股正2","1,966,000","265","51,265,630","25.70","26.15","25.70","26.08","+","0.38","26.07","1","26.08","36","0.00",
="00666R","富邦H股反1","73,000","12","1,162,060","16.00","16.00","15.85","15.86","-","0.16","15.85","60","15.87","30","0.00",
="00667","元大韓國","34,000","13","722,030","21.49","21.49","21.18","21.35","-","0.13","21.21","1","21.35","3","0.00",
="00668","國泰美國道瓊","754,000","21","16,675,530","21.99","22.16","21.99","22.16","+","0.09","22.15","49","22.16","1","0.00",
="00669R","國泰美國道瓊反1","215,000","45","3,577,510","16.64","16.66","16.63","16.64"," ","0.00","16.64","6","16.65","6","0.00",
="00670L","富邦NASDAQ正2","471,000","31","11,418,000","24.23","24.27","24.23","24.23","-","0.06","24.23","36","24.24","50","0.00",
="00671R","富邦NASDAQ反1","353,000","32","6,321,960","17.90","17.92","17.90","17.90","+","0.05","17.90","68","17.91","1","0.00",
="00672L","元大S&P原油正2","35,608,100","4,538","505,861,193","14.13","14.28","14.13","14.23","+","0.49","14.22","262","14.23","186","0.00",
="00673R","元大S&P原油反1","3,264,000","401","69,415,100","21.31","21.35","21.23","21.30","-","0.43","21.29","38","21.30","191","0.00",
="00674R","元大S&P黃金反1","234,000","72","4,541,990","19.40","19.43","19.39","19.41","-","0.13","19.41","3","19.42","10","0.00",
="00675L","富邦臺灣加權正2","1,281,000","108","15,646,540","12.23","12.28","12.15","12.21","+","0.02","12.20","1","12.21","441","0.00",
="00676R","富邦臺灣加權反1","4,041,000","291","35,840,560","8.89","8.91","8.85","8.87","-","0.02","8.87","1,454","8.88","8","0.00",
="00677U","富邦VIX","8,450,810","996","88,794,118","10.52","10.53","10.49","10.51","+","0.10","10.51","235","10.52","165","0.00",
="00678","群益NBI生技","46,000","21","907,370","19.70","19.75","19.70","19.73","-","0.02","19.72","3","19.73","3","0.00",
="00680L","元大美債20正2","2,000","2","41,570","20.78","20.79","20.78","20.79","+","0.02","20.73","25","20.82","80","0.00",
="00681R","元大美債20反1","35,000","3","662,500","18.95","18.95","18.92","18.92","-","0.04","18.91","21","18.97","30","0.00",
="00682U","元大美元指數","45,010","9","853,069","18.93","18.96","18.93","18.95","+","0.03","18.93","2","18.95","100","0.00",
="00683L","元大美元指數正2","224,000","32","4,075,910","18.20","18.22","18.18","18.19"," ","0.00","18.18","110","18.19","2","0.00",
="00684R","元大美元指數反1","0","0","0","--","--","--","--"," ","0.00","20.70","200","20.75","130","0.00",
="00685L","群益臺灣加權正2","828,000","21","8,869,580","10.71","10.75","10.67","10.69"," ","0.00","10.68","300","10.70","460","0.00",
="00686R","群益臺灣加權反1","143,000","28","1,376,520","9.65","9.66","9.62","9.65","+","0.01","9.65","100","9.66","701","0.00",
="00688L","國泰20年美債正2","962,000","23","20,247,550","21.07","21.07","21.00","21.00"," ","0.00","21.01","150","21.04","60","0.00",
="00689R","國泰20年美債反1","233,000","7","4,467,930","19.14","19.19","19.14","19.19","+","0.03","19.14","300","19.18","100","0.00",
="00690","兆豐藍籌30","903,100","83","18,467,760","20.43","20.47","20.40","20.44","+","0.01","20.44","1","20.46","1","0.00",
="00691R","兆豐藍籌30反1","124,000","17","2,387,000","19.25","19.27","19.24","19.27","-","0.01","19.25","31","19.27","1","0.00",
="00692","富邦公司治理","2,041,742","380","41,296,108","20.20","20.26","20.20","20.21"," ","0.00","20.21","28","20.22","93","0.00",
="00693U","華頓S&P黃豆","1,003,000","114","19,297,590","19.28","19.28","19.20","19.27","+","0.14","19.25","6","19.27","208","0.00",
="008201","BP上證50","4,400","31","371,890","83.90","84.95","83.90","84.90","+","1.40","84.90","1","84.95","1","0.00",
="01001T","土銀富邦R1","21,000","7","291,720","13.90","13.90","13.88","13.88"," ","0.00","13.87","2","13.90","44","0.00",
="01002T","土銀國泰R1","55,310","16","793,914","14.35","14.35","14.31","14.31","-","0.04","14.30","15","14.35","3","0.00",
="01003T","兆豐新光R1","403,000","84","5,673,770","14.08","14.08","14.07","14.08"," ","0.00","14.08","37","14.10","4","0.00",
="01004T","土銀富邦R2","22,000","7","283,530","12.90","12.90","12.88","12.89","-","0.01","12.89","1","12.90","28","0.00",
="01007T","兆豐國泰R2","6,000","3","85,200","14.20","14.20","14.20","14.20"," ","0.00","14.20","6","14.25","4","0.00",
="03001P","臺股指永豐6A售02","10,000","1","4,400","0.44","0.44","0.44","0.44","-","0.01","0.44","10","0.45","10","0.00",
="03001X","元展01","2,000","2","140,000","70.00","70.00","70.00","70.00","X","0.00","69.50","10","70.50","10","107.50",
="03002P","廣宇永豐6A售02","5,000","1","4,150","0.83","0.83","0.83","0.83","X","0.00","0.82","30","0.83","30","0.00",
="03003P","聯鈞永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.52","10","0.53","10","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","86.50","10","87.50","10","211.50",
="03004P","大同元大71售02","655,000","12","350,700","0.53","0.55","0.52","0.55","+","0.01","0.54","100","0.55","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.60","10","24.45",
="03005P","義隆元大6A售01","283,000","6","139,470","0.47","0.56","0.47","0.56","+","0.10","0.55","100","0.56","100","0.00",
="03005X","元展05","8,000","4","120,500","15.10","15.10","15.00","15.00","-","0.10","15.00","10","15.10","12","24.60",
="03006P","聯發科元大6A售04","280,000","12","28,300","0.10","0.11","0.10","0.10","-","0.01","0.10","20","0.11","116","0.00",
="03006X","元展06","6,000","2","153,000","25.50","25.50","25.50","25.50"," ","0.00","25.20","10","25.50","10","45.85",
="03007P","鴻海元大6A售10","273,000","8","38,340","0.14","0.15","0.13","0.15","+","0.01","0.14","100","0.15","200","0.00",
="03007X","元展07","2,000","2","27,800","13.90","13.90","13.90","13.90"," ","0.00","13.90","9","14.00","18","19.30",
="03008P","為升元富6A售02","10,000","1","6,900","0.69","0.69","0.69","0.69","-","0.02","0.70","25","0.71","25","0.00",
="03009P","樺漢凱基6A售05","10,000","1","3,900","0.39","0.39","0.39","0.39","X","0.00","0.39","30","0.40","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","22.60","10","22.90","10","29.40",
="03010P","大立光日盛6A售04","20,000","2","27,300","1.36","1.37","1.36","1.37","X","0.00","1.40","25","1.41","25","0.00",
="03010X","元展10","0","0","0","--","--","--","--"," ","0.00","52.50","10","53.50","10","105.00",
="03011P","大立光統一6A售04","398,000","5","349,040","0.83","0.88","0.83","0.88"," ","0.00","0.87","200","0.88","200","0.00",
="03012P","大立光統一6B售05","70,000","5","75,250","1.08","1.09","1.06","1.09","+","0.01","1.08","108","1.09","98","0.00",
="03012X","元展12","1,000","1","12,400","12.40","12.40","12.40","12.40","X","0.00","12.30","10","12.40","10","47.25",
="03013P","可成統一6A售07","913,000","14","233,140","0.23","0.27","0.23","0.27","+","0.04","0.26","217","0.27","194","0.00",
="03013X","元展13","14,000","1","102,900","7.35","7.35","7.35","7.35"," ","0.00","7.25","10","7.35","11","13.75",
="03014P","華邦電統一6A售04","727,000","16","427,480","0.55","0.62","0.55","0.62","+","0.05","0.61","10","0.62","10","0.00",
="03014X","元展14","2,000","1","28,200","14.10","14.10","14.10","14.10"," ","0.00","14.10","2","14.30","10","19.30",
="03015P","大立光群益6A售09","1,000","1","880","0.88","0.88","0.88","0.88","X","0.00","0.90","25","0.91","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.00","10","13.10","10","18.60",
="03016P","中鋼群益6B售02","1,043,000","9","865,210","0.84","0.85","0.80","0.80","-","0.03","0.79","25","0.82","10","0.00",
="03016X","元展16","0","0","0","--","--","--","--"," ","0.00","1.76","50","1.78","50","8.25",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.11","25","1.21","10","0.00",
="03017X","元展17","10,000","1","16,700","1.67","1.67","1.67","1.67"," ","0.00","1.67","10","1.68","50","9.23",
="03018P","國巨群益6B售04","412,000","8","513,370","1.24","1.26","1.21","1.24","+","0.02","1.23","25","1.24","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.01","50","3.06","50","17.10",
="03019P","華新科群益6A售04","257,000","5","389,930","1.47","1.55","1.47","1.55","+","0.02","1.56","25","1.57","10","0.00",
="03019X","元展19","0","0","0","--","--","--","--"," ","0.00","2.75","50","2.78","50","15.75",
="03020P","鑽全群益6A售01","0","0","0","--","--","--","--"," ","0.00","0.89","25","0.90","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.85","30","2.87","50","17.35",
="03021P","大立光元大6A售11","88,000","6","66,150","0.74","0.76","0.74","0.76","-","0.02","0.81","100","0.83","105","0.00",
="03021X","元展21","20,000","2","206,000","10.30","10.30","10.30","10.30","-","0.10","10.10","20","10.30","10","27.50",
="03022P","大立光元大6A售14","12,000","3","21,740","1.72","1.83","1.72","1.83","+","0.01","1.83","100","1.85","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","27.30","10","27.60","10","105.00",
="03023P","大立光元大6B售03","60,000","4","35,200","0.58","0.60","0.58","0.60"," ","0.00","0.60","105","0.61","110","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","14.60","12","14.90","10","27.67",
="03024P","中租元大6A售03","95,000","6","51,800","0.56","0.56","0.53","0.54","-","0.07","0.53","100","0.54","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","48.40","10","48.70","10","211.50",
="03025P","台積電元大6A售06","444,000","17","146,850","0.32","0.35","0.32","0.35","+","0.01","0.33","150","0.34","100","0.00",
="03025X","元展22","7,000","1","162,400","23.20","23.20","23.20","23.20","X","0.00","23.10","495","23.20","495","77.95",
="03026P","富邦金元大6B售03","67,000","5","77,600","1.15","1.16","1.13","1.16","-","0.02","1.16","100","1.17","100","0.00",
="03026X","元展23","1,000","1","3,860","3.86","3.86","3.86","3.86","+","0.08","3.90","100","3.94","100","15.75",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.52","10","0.53","10","0.00",
="03027X","元展24","1,000","1","7,650","7.65","7.65","7.65","7.65","X","0.00","7.70","102","7.85","100","27.67",
="03028P","國巨永豐6A售03","972,000","12","963,250","0.96","1.02","0.96","1.02","+","0.07","0.99","30","1.00","30","0.00",
="03028X","元展25","68,000","11","1,537,300","22.40","22.70","22.40","22.50","+","0.20","22.40","10","22.60","10","71.90",
="03029P","華新科永豐6A售03","197,000","4","239,570","1.21","1.28","1.21","1.28","-","0.01","1.28","30","1.29","10","0.00",
="03029X","元展26","2,000","1","27,200","13.60","13.60","13.60","13.60","X","0.00","13.60","10","13.70","42","40.15",
="03030P","臺股指玉山6A售01","9,000","1","6,120","0.68","0.68","0.68","0.68","-","0.01","0.68","10","0.69","10","0.00",
="03031P","臺股指玉山6A售02","20,000","1","13,200","0.66","0.66","0.66","0.66"," ","0.00","0.66","10","0.67","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.35","10","6.40","10","47.50",
="03032P","大立光國泰6A售10","0","0","0","--","--","--","--"," ","0.00","1.60","30","1.62","30","0.00",
="03032X","元展29","19,000","2","149,750","7.85","7.90","7.85","7.90"," ","0.00","7.80","100","7.90","100","14.40",
="03033P","大立光國泰6A售11","20,000","1","26,600","1.33","1.33","1.33","1.33","-","0.04","1.41","30","1.43","30","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","12.10","10","12.30","10","346.00",
="03034P","大立光國泰6A售12","0","0","0","--","--","--","--"," ","0.00","1.33","30","1.35","30","0.00",
="03035P","大立光國泰6A售13","0","0","0","--","--","--","--"," ","0.00","1.15","30","1.16","30","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.45","10","5.50","10","24.50",
="03036P","大立光元富6A售06","40,000","3","42,750","1.02","1.09","1.02","1.09","+","0.02","1.07","25","1.08","20","0.00",
="03037P","大立光元富6A售07","0","0","0","--","--","--","--"," ","0.00","1.24","25","1.25","20","0.00",
="03038P","大立光元富6A售08","150,000","7","172,600","1.15","1.18","1.10","1.17"," ","0.00","1.16","25","1.17","10","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","13.80","10","13.90","10","93.60",
="03039P","大立光統一6B售08","310,000","22","391,000","1.24","1.28","1.22","1.27"," ","0.00","1.26","20","1.27","10","0.00",
="03039X","元展36","0","0","0","--","--","--","--"," ","0.00","6.00","10","6.05","10","285.00",
="03040P","華新科凱基6A售02","57,000","5","89,470","1.56","1.62","1.55","1.62","-","0.01","1.65","30","1.66","30","0.00",
="03040X","元展37","20,000","10","101,000","5.05","5.05","5.05","5.05"," ","0.00","5.00","10","5.05","10","12.45",
="03041P","台積電元大6A售07","854,000","19","339,840","0.39","0.42","0.39","0.40","-","0.02","0.40","100","0.41","100","0.00",
="03041X","元展38","0","0","0","--","--","--","--"," ","0.00","5.65","10","5.75","10","167.50",
="03042P","華通元大71售01","0","0","0","--","--","--","--"," ","0.00","0.52","100","0.53","100","0.00",
="03042X","元展39","3,000","1","26,550","8.85","8.85","8.85","8.85","-","0.55","8.90","10","9.05","10","38.50",
