"106年06月26日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","13,498.16","+","241.08","1.82",
"發行量加權股價報酬指數","17,454.88","+","330.45","1.93",
"臺灣公司治理100報酬指數","6,510.93","+","150.74","2.37",
"臺灣50報酬指數","13,565.64","+","319.69","2.41",
"臺灣中型100報酬指數","11,277.34","+","106.92","0.96",
"臺灣資訊科技報酬指數","15,800.79","+","307.88","1.99",
"臺灣發達報酬指數","13,745.21","+","337.39","2.52",
"臺灣高股息報酬指數","11,381.91","+","116.14","1.03",
"臺灣就業99報酬指數","7,495.16","+","115.18","1.56",
"臺灣高薪100報酬指數","6,448.15","+","130.91","2.07",
"臺灣低波動高股息報酬指數","3,235.03","+","38.97","1.22",
"未含金融電子股報酬指數","19,955.19","+","355.21","1.81",
"小型股300報酬指數","6,379.12","+","42.41","0.67",
"漲升股利150報酬指數","6,309.60","+","131.26","2.12",
"漲升股利100報酬指數","6,301.15","+","135.42","2.20",
"藍籌 30 報酬指數","5,572.71","+","92.22","1.68",
"工業菁英 30 報酬指數","5,881.62","+","107.17","1.86",
"電子菁英 30 報酬指數","5,866.87","+","64.37","1.11",
"低波動精選 30 報酬指數","5,559.59","+","150.62","2.78",
"低貝塔 100 報酬指數","5,454.45","+","31.05","0.57",
"中小型精選50報酬指數","5,234.04","+","34.56","0.66",
"中小型A級動能50報酬指數","5,594.93","+","41.41","0.75",
"水泥類報酬指數","163.98","+","0.34","0.21",
"食品類報酬指數","1,893.68","+","14.75","0.79",
"塑膠類報酬指數","355.77","+","7.72","2.22",
"紡織纖維類報酬指數","660.17","+","9.90","1.52",
"電機機械類報酬指數","228.81","+","2.35","1.04",
"電器電纜類報酬指數","49.41","+","0.55","1.13",
"化學生技醫療類報酬指數","128.37","+","0.64","0.50",
"化學類報酬指數","134.09","+","0.55","0.41",
"生技醫療類報酬指數","84.29","+","0.52","0.62",
"玻璃陶瓷類報酬指數","42.06","+","0.79","1.91",
"造紙類報酬指數","278.83","+","0.08","0.03",
"鋼鐵類報酬指數","133.50","+","1.39","1.05",
"橡膠類報酬指數","425.23","+","8.58","2.06",
"汽車類報酬指數","352.82","+","7.71","2.23",
"電子類報酬指數","680.98","+","13.48","2.02",
"半導體類報酬指數","225.64","+","4.46","2.02",
"電腦及週邊設備類報酬指數","173.23","+","1.79","1.04",
"光電類報酬指數","56.80","+","0.68","1.21",
"通信網路類報酬指數","214.95","+","0.89","0.42",
"電子零組件類報酬指數","137.90","+","0.41","0.30",
"電子通路類報酬指數","196.64","+","1.98","1.02",
"資訊服務類報酬指數","154.06","+","0.51","0.33",
"其他電子類報酬指數","152.63","+","7.69","5.31",
"建材營造類報酬指數","390.29","+","2.65","0.68",
"航運類報酬指數","78.86","+","0.37","0.47",
"觀光類報酬指數","148.82","+","2.68","1.83",
"金融保險類報酬指數","1,534.61","+","27.47","1.82",
"貿易百貨類報酬指數","291.10","+","6.95","2.45",
"油電燃氣類報酬指數","180.99","+","8.35","4.84",
"其他類報酬指數","353.65","+","4.28","1.23",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","122,163,175,755","2,805,859,353","844,311",
"2.台灣存託憑證","51,643,320","9,977,446","1,323",
"3.受益憑證","0","0","0",
"4.ETF","9,836,634,176","486,781,236","62,129",
"5.受益證券","8,938,870","634,000","138",
"6.變更交易股票","10,793,453","4,799,062","833",
"7.認購(售)權證","2,955,665,880","2,483,571,000","72,088",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","122,173,969,208","2,810,658,415","845,144",
"總計(1~12)","135,026,851,454","5,791,622,097","980,822",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","3,713(6)","551(5)",
"下跌(跌停)","2,204(15)","234(0)",
"持平","508","95",
"未成交","3,947","1",
"無比價","1,178","17",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年06月26日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","14,254,481","2,367","1,152,368,187","79.80","81.50","79.80","81.40","+","1.70","81.40","14","81.45","34","0.00",
="0051","元大中型100","41,000","26","1,198,260","29.09","29.27","29.09","29.27","+","0.18","29.27","47","29.30","2","0.00",
="0052","富邦科技","22,000","14","1,071,150","48.98","48.98","48.41","48.81","+","0.16","48.64","1","48.80","1","0.00",
="0053","元大電子","88,069","27","3,131,995","35.30","35.69","35.20","35.69","+","0.69","35.69","49","35.88","4","0.00",
="0054","元大台商50","206,000","60","5,203,490","25.12","25.44","25.11","25.44","+","0.55","25.41","50","25.45","1","0.00",
="0055","元大MSCI金融","363,000","114","5,544,690","15.19","15.35","15.13","15.35","+","0.25","15.35","171","15.36","1","0.00",
="0056","元大高股息","3,756,984","952","96,380,932","25.48","25.72","25.48","25.70","+","0.22","25.70","342","25.71","211","0.00",
="0057","富邦摩台","103,000","8","4,872,550","47.11","47.67","47.11","47.39","+","0.31","47.86","1","48.28","1","0.00",
="0058","富邦發達","1,000","1","46,000","46.00","46.00","46.00","46.00","+","1.05","45.80","1","45.99","10","0.00",
="0059","富邦金融","2,000","2","71,430","35.44","35.99","35.44","35.99","+","0.79","35.57","1","35.87","1","0.00",
="0061","元大寶滬深","6,259,306","1,460","102,028,372","16.21","16.35","16.21","16.35","+","0.24","16.34","70","16.35","338","0.00",
="006203","元大MSCI台灣","3,000","2","111,010","36.65","37.18","36.65","37.18","+","0.53","37.43","50","37.77","20","0.00",
="006204","永豐臺灣加權","5,000","5","261,400","52.00","52.45","52.00","52.45","+","0.90","52.50","15","52.60","1","0.00",
="006205","富邦上証","5,549,428","911","158,603,822","28.40","28.67","28.40","28.59","+","0.35","28.59","17","28.60","234","0.00",
="006206","元大上證50","2,286,552","1,081","64,249,167","27.80","28.25","27.80","28.05","+","0.28","28.05","10","28.07","1","0.00",
="006207","FH滬深","4,255,777","473","91,040,744","21.30","21.45","21.26","21.40","+","0.37","21.40","57","21.42","62","0.00",
="006208","富邦台50","42,616","24","2,019,927","47.20","47.57","47.20","47.54","+","0.65","47.54","1","47.65","10","0.00",
="00625K","富邦上証+R","50,000","2","319,000","6.38","6.38","6.38","6.38","+","0.17","6.41","30","6.48","10","0.00",
="00631L","元大台灣50正2","4,815,100","895","158,455,010","32.21","33.35","32.21","33.32","+","1.19","33.32","46","33.33","3","0.00",
="00632R","元大台灣50反1","98,008,069","12,768","1,370,871,395","14.14","14.14","13.91","13.93","-","0.21","13.92","1,738","13.93","3,121","0.00",
="00633L","富邦上証正2","62,099,502","9,547","2,466,274,440","39.05","40.11","39.05","39.68","+","1.10","39.68","1,853","39.69","51","0.00",
="00634R","富邦上証反1","2,625,000","377","21,471,760","8.23","8.23","8.13","8.14","-","0.15","8.14","141","8.15","36","0.00",
="00635U","元大S&P黃金","939,416","216","18,592,763","19.82","19.82","19.75","19.76"," ","0.00","19.76","51","19.77","2","0.00",
="00636","國泰中國A50","3,421,058","551","61,145,729","17.71","17.95","17.70","17.91","+","0.31","17.90","15","17.91","17","0.00",
="00637L","元大滬深300正2","132,425,408","12,662","1,984,682,663","14.80","15.14","14.75","14.98","+","0.43","14.97","642","14.98","2,323","0.00",
="00638R","元大滬深300反1","200,000","46","3,311,850","16.77","16.77","16.50","16.55","-","0.27","16.50","55","16.55","3","0.00",
="00639","富邦深100","13,642,724","1,879","139,192,698","10.14","10.29","10.11","10.28","+","0.24","10.27","122","10.28","237","0.00",
="00640L","富邦日本正2","439,000","54","8,869,320","20.17","20.24","20.17","20.18","+","0.03","20.17","1","20.18","14","0.00",
="00641R","富邦日本反1","504,000","44","8,306,310","16.51","16.51","16.47","16.49","-","0.02","16.49","51","16.50","6","0.00",
="00642U","元大S&P石油","9,464,448","2,021","145,312,856","15.25","15.39","15.25","15.38","+","0.22","15.37","456","15.38","383","0.00",
="00643","群益深証中小","4,315,800","691","60,376,953","13.92","14.06","13.91","14.01","+","0.23","14.01","36","14.02","5","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.15","50","3.24","15","0.00",
="00645","富邦日本","49,050","16","1,011,050","20.62","20.62","20.61","20.61","+","0.02","20.59","63","20.62","10","0.00",
="00646","元大S&P500","44,000","16","973,730","22.16","22.16","22.09","22.10","-","0.13","22.10","15","22.14","20","0.00",
="00647L","元大S&P500正2","2,000","2","52,920","26.46","26.46","26.46","26.46","+","0.07","26.37","5","26.49","20","0.00",
="00648R","元大S&P500反1","1,068,192","135","16,613,791","15.56","15.59","15.54","15.55","-","0.03","15.54","437","15.55","26","0.00",
="00649","FH香港","122,000","14","2,256,210","18.65","18.65","18.48","18.49","-","0.08","18.45","1","18.49","1","0.00",
="00650L","FH香港正2","824,000","32","21,631,650","26.20","26.35","26.20","26.27","+","0.23","26.25","3","26.27","19","0.00",
="00651R","FH香港反1","114,000","10","1,156,720","10.18","10.18","10.13","10.16","-","0.04","10.14","53","10.17","25","0.00",
="00652","富邦印度","182,731","52","4,005,021","21.89","21.96","21.88","21.92"," ","0.00","21.90","1","21.92","19","0.00",
="00653L","富邦印度正2","726,000","134","18,926,310","26.08","26.15","25.95","25.99","-","0.08","25.98","10","25.99","5","0.00",
="00654R","富邦印度反1","164,000","22","2,667,610","16.32","16.32","16.25","16.30","+","0.04","16.29","50","16.30","14","0.00",
="00655L","國泰中國A50正2","8,553,300","1,515","247,663,540","28.86","29.30","28.53","28.96","+","0.76","28.95","25","28.96","91","0.00",
="00656R","國泰中國A50反1","24,000","16","365,040","15.35","15.35","15.11","15.18","-","0.28","15.19","1","15.22","56","0.00",
="00657","國泰日經225","1,000","1","24,380","24.38","24.38","24.38","24.38"," ","0.00","24.36","52","24.40","1","0.00",
="00658L","國泰日本正2","4,000","3","118,460","29.61","29.62","29.61","29.61","+","0.02","29.57","20","29.62","10","0.00",
="00659R","國泰日本反1","29,000","10","432,190","14.90","14.91","14.90","14.91","-","0.01","14.91","52","14.92","6","0.00",
="00660","元大歐洲50","7,000","6","174,360","24.93","24.93","24.90","24.90"," ","0.00","24.88","1","24.93","1","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","25.07","10","25.28","10","0.00",
="00662","富邦NASDAQ","95,124","20","2,333,326","24.50","24.54","24.45","24.45","-","0.02","24.45","62","24.54","24","0.00",
="00663L","國泰臺灣加權正2","3,412,000","157","101,552,150","29.22","30.19","29.22","30.16","+","0.97","30.16","231","30.18","200","0.00",
="00664R","國泰臺灣加權反1","9,019,000","870","142,834,370","16.03","16.03","15.75","15.75","-","0.28","15.75","126","15.76","105","0.00",
="00665L","富邦H股正2","2,046,000","224","52,649,800","25.60","25.93","25.46","25.69","+","0.22","25.69","89","25.77","69","0.00",
="00666R","富邦H股反1","225,000","10","3,605,310","16.09","16.09","15.98","16.03","-","0.14","16.02","60","16.04","30","0.00",
="00667","元大韓國","14,000","8","309,950","22.00","22.23","22.00","22.23","+","0.08","22.05","1","22.19","10","0.00",
="00668","國泰美國道瓊","131,000","6","2,963,430","22.63","22.63","22.61","22.63","-","0.09","22.58","50","22.61","1","0.00",
="00669R","國泰美國道瓊反1","292,000","44","4,798,450","16.44","16.45","16.42","16.42"," ","0.00","16.42","80","16.44","30","0.00",
="00670L","富邦NASDAQ正2","500,000","203","11,821,680","23.59","23.70","23.59","23.64","+","0.17","23.64","1","23.66","50","0.00",
="00671R","富邦NASDAQ反1","641,000","54","11,549,610","18.05","18.05","18.00","18.00","-","0.10","17.99","80","18.01","70","0.00",
="00672L","元大S&P原油正2","43,339,768","5,423","497,708,387","11.39","11.55","11.37","11.52","+","0.29","11.51","430","11.52","795","0.00",
="00673R","元大S&P原油反1","937,000","155","22,092,260","23.70","23.71","23.50","23.54","-","0.38","23.54","10","23.55","5","0.00",
="00674R","元大S&P黃金反1","97,000","27","1,930,130","19.91","19.91","19.88","19.88","-","0.07","19.88","46","19.89","3","0.00",
="00675L","富邦臺灣加權正2","3,527,000","269","45,225,170","12.63","13.05","12.63","13.04","+","0.43","13.04","767","13.05","50","0.00",
="00676R","富邦臺灣加權反1","13,975,000","1,003","120,309,770","8.71","8.71","8.56","8.57","-","0.14","8.56","800","8.57","194","0.00",
="00677U","富邦VIX","8,748,620","980","85,287,110","9.80","9.80","9.72","9.75","-","0.18","9.74","140","9.75","118","0.00",
="00678","群益NBI生技","1,257,000","213","26,833,530","21.35","21.40","21.31","21.35"," ","0.00","21.35","286","21.36","28","0.00",
="00680L","元大美債20正2","36,000","3","777,620","21.57","21.61","21.57","21.61"," ","0.00","21.61","25","21.62","50","0.00",
="00681R","元大美債20反1","10,000","1","186,100","18.61","18.61","18.61","18.61","-","0.03","18.56","50","18.61","1","0.00",
="00682U","元大美元指數","60,000","13","1,139,920","18.99","19.00","18.99","19.00","-","0.09","18.99","20","19.06","8","0.00",
="00683L","元大美元指數正2","238,000","31","4,361,460","18.38","18.38","18.30","18.31","-","0.11","18.30","20","18.31","19","0.00",
="00684R","元大美元指數反1","86,000","10","1,769,870","20.68","20.68","20.57","20.58","X","0.00","20.57","20","20.62","30","0.00",
="00685L","群益臺灣加權正2","2,836,000","65","32,259,420","11.10","11.49","11.10","11.47","+","0.38","11.47","200","11.48","130","0.00",
="00686R","群益臺灣加權反1","5,512,000","180","51,568,710","9.46","9.46","9.29","9.29","-","0.19","9.28","55","9.29","98","0.00",
="00688L","國泰20年美債正2","468,000","8","10,221,470","21.84","21.85","21.82","21.85","+","0.01","21.84","100","21.86","51","0.00",
="00689R","國泰20年美債反1","200,000","3","3,768,000","18.84","18.84","18.84","18.84","-","0.05","18.80","150","18.84","150","0.00",
="00690","兆豐藍籌30","1,141,000","101","23,886,410","20.80","20.98","20.80","20.98","+","0.22","20.98","47","21.00","15","0.00",
="00691R","兆豐藍籌30反1","322,000","10","6,027,680","18.92","18.92","18.69","18.69","-","0.23","18.65","6","18.67","80","0.00",
="00692","富邦公司治理","3,748,113","496","78,234,976","20.65","21.10","20.64","21.08","+","0.43","21.08","38","21.09","15","0.00",
="00693U","華頓S&P黃豆","1,169,000","136","22,070,340","18.83","18.90","18.83","18.89","+","0.06","18.87","2","18.89","248","0.00",
="00698L","元大美債7-10正2","288,000","95","5,719,100","19.89","19.89","19.83","19.86","+","0.03","19.86","43","19.87","11","0.00",
="00699R","元大美債7-10反1","305,000","38","6,054,900","19.81","19.86","19.81","19.84","+","0.01","19.84","149","19.85","1","0.00",
="008201","BP上證50","2,600","9","225,000","86.50","87.00","85.60","86.50","+","0.60","86.95","10","87.00","3","0.00",
="01001T","土銀富邦R1","53,000","15","735,060","13.86","13.87","13.86","13.87","+","0.01","13.86","15","13.87","6","0.00",
="01002T","土銀國泰R1","280,000","73","3,975,760","14.21","14.21","14.19","14.21"," ","0.00","14.20","6","14.21","1","0.00",
="01003T","兆豐新光R1","291,000","48","4,099,300","14.08","14.10","14.08","14.09"," ","0.00","14.09","36","14.25","3","0.00",
="01004T","土銀富邦R2","10,000","2","128,750","12.87","12.88","12.87","12.88","+","0.01","12.82","5","12.88","10","0.00",
="01007T","兆豐國泰R2","0","0","0","--","--","--","--"," ","0.00","14.15","10","14.20","34","0.00",
="03001P","臺股指永豐6A售02","189,000","6","43,810","0.25","0.25","0.23","0.23","-","0.06","0.22","10","0.23","10","0.00",
="03001X","元展01","1,000","1","70,500","70.50","70.50","70.50","70.50","X","0.00","70.50","9","71.50","10","109.00",
="03002P","廣宇永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.78","10","0.79","10","0.00",
="03003P","聯鈞永豐6A售02","270,000","4","141,870","0.52","0.53","0.52","0.53","-","0.01","0.52","10","0.53","10","0.00",
="03003X","元展03","4,000","1","368,000","92.00","92.00","92.00","92.00","X","0.00","92.00","11","93.00","10","215.00",
="03004P","大同元大71售02","160,000","4","79,000","0.49","0.50","0.49","0.50","+","0.02","0.49","100","0.50","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.70","10","13.80","10","24.75",
="03005P","義隆元大6A售01","7,000","1","4,270","0.61","0.61","0.61","0.61","X","0.00","0.54","100","0.55","100","0.00",
="03005X","元展05","179,000","20","2,760,300","15.30","15.60","15.30","15.60","X","0.00","15.50","10","15.60","10","25.10",
="03006P","聯發科元大6A售04","2,296,000","20","123,220","0.04","0.08","0.04","0.08","+","0.03","0.04","400","0.06","25","0.00",
="03006X","元展06","1,000","1","27,800","27.80","27.80","27.80","27.80","+","1.00","28.00","11","28.20","10","48.40",
="03007P","鴻海元大6A售10","1,518,000","40","39,570","0.03","0.04","0.02","0.02","-","0.02","0.02","1,859","0.03","99","0.00",
="03007X","元展07","41,000","7","586,300","14.20","14.40","14.20","14.30","+","0.30","14.40","10","14.50","3","19.80",
="03008P","為升元富6A售02","11,000","2","5,700","0.52","0.52","0.50","0.50","-","0.04","0.50","25","0.51","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.32","30","0.33","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","23.50","10","23.80","10","30.05",
="03010P","大立光日盛6A售04","75,000","2","74,900","1.00","1.00","0.98","0.98","-","0.04","0.97","25","0.98","20","0.00",
="03010X","元展10","39,000","8","2,446,500","59.00","64.00","59.00","64.00","X","0.00","64.00","11","64.50","10","120.00",
="03011P","大立光統一6A售04","98,000","6","64,960","0.67","0.67","0.66","0.67","-","0.02","0.66","200","0.67","200","0.00",
="03012P","大立光統一6B售05","0","0","0","--","--","--","--"," ","0.00","0.81","216","0.82","108","0.00",
="03012X","元展12","1,000","1","14,000","14.00","14.00","14.00","14.00","X","0.00","14.00","10","14.10","11","50.40",
="03013P","可成統一6A售07","200,000","1","28,000","0.14","0.14","0.14","0.14","-","0.02","0.13","208","0.14","208","0.00",
="03013X","元展13","0","0","0","--","--","--","--"," ","0.00","7.40","10","7.55","10","13.90",
="03014P","華邦電統一6A售04","208,000","2","120,640","0.58","0.58","0.58","0.58","-","0.02","0.58","20","0.59","10","0.00",
="03014X","元展14","230,000","31","3,467,100","14.90","15.10","14.90","15.10","+","0.40","15.10","10","15.40","10","20.20",
="03015P","大立光群益6A售09","0","0","0","--","--","--","--"," ","0.00","0.51","25","0.52","10","0.00",
="03015X","元展15","2,856,000","7","37,436,750","13.00","13.00","13.00","13.00","X","0.00","12.90","12","13.30","5","18.60",
="03016P","中鋼群益6B售02","631,000","7","447,390","0.72","0.72","0.69","0.69","-","0.06","0.69","10","0.70","10","0.00",
="03016X","元展16","26,000","4","49,420","1.88","1.91","1.88","1.90","+","0.04","1.91","50","1.93","50","8.53",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.95","25","0.99","10","0.00",
="03017X","元展17","2,000","1","3,160","1.58","1.58","1.58","1.58","X","0.00","1.58","50","1.61","50","9.09",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.90","25","0.91","10","0.00",
="03018X","元展18","4,180,000","6","13,123,480","3.11","3.11","3.10","3.10","X","0.00","3.10","50","3.14","50","17.40",
="03019P","華新科群益6A售04","46,000","2","62,570","1.37","1.37","1.36","1.36","+","0.03","1.39","25","1.41","10","0.00",
="03019X","元展19","730,000","18","2,051,300","2.81","2.82","2.80","2.81","+","0.06","2.81","50","2.83","50","15.90",
="03020P","鑽全群益6A售01","0","0","0","--","--","--","--"," ","0.00","0.79","25","0.80","10","0.00",
="03020X","元展20","10,000","1","29,100","2.91","2.91","2.91","2.91","X","0.00","2.88","55","2.93","50","17.40",
="03021P","大立光元大6A售11","20,000","2","9,000","0.45","0.45","0.45","0.45","X","0.00","0.44","200","0.45","90","0.00",
="03021X","元展21","6,000","2","53,400","8.90","8.90","8.90","8.90","-","0.05","8.80","10","8.95","10","26.30",
="03022P","大立光元大6A售14","465,000","9","634,550","1.43","1.43","1.34","1.34","-","0.05","1.33","100","1.35","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","33.00","10","33.30","10","120.00",
="03023P","大立光元大6B售03","142,000","5","65,320","0.46","0.46","0.46","0.46","-","0.01","0.45","100","0.46","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","15.50","13","15.60","1","28.59",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.27","100","0.28","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","51.50","10","52.50","10","215.00",
="03025P","台積電元大6A售06","363,000","13","49,020","0.15","0.15","0.13","0.13","-","0.04","0.12","100","0.13","100","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","24.60","495","24.80","300","81.40",
="03026P","富邦金元大6B售03","120,000","4","94,500","0.80","0.80","0.72","0.72","-","0.16","0.70","100","0.71","100","0.00",
="03026X","元展23","12,000","2","50,200","4.18","4.20","4.18","4.20","+","0.10","4.19","100","4.24","100","16.35",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.40","10","0.41","10","0.00",
="03027X","元展24","31,000","3","254,200","8.20","8.20","8.20","8.20","+","0.15","8.20","5","8.30","100","28.59",
="03028P","國巨永豐6A售03","91,000","2","69,160","0.76","0.76","0.76","0.76","-","0.02","0.76","10","0.77","10","0.00",
="03028X","元展25","11,000","10","260,300","23.20","24.00","23.20","24.00","+","0.90","24.00","9","24.10","1","75.00",
="03029P","華新科永豐6A售03","176,000","4","202,060","1.12","1.17","1.12","1.17","+","0.08","1.14","10","1.15","10","0.00",
="03029X","元展26","2,185,000","2","30,742,270","13.90","13.90","13.90","13.90","X","0.00","13.90","10","14.00","55","40.85",
="03030P","臺股指玉山6A售01","5,000","2","1,640","0.33","0.33","0.32","0.32","X","0.00","0.31","10","0.32","10","0.00",
="03031P","臺股指玉山6A售02","842,000","8","288,320","0.37","0.37","0.31","0.31","-","0.11","0.31","10","0.32","10","0.00",
="03031X","元展28","3,000","3","20,200","6.65","6.85","6.65","6.85","+","0.35","6.80","10","6.85","10","49.05",
="03032P","大立光國泰6A售10","60,000","4","72,100","1.21","1.21","1.18","1.18","-","0.03","1.19","30","1.20","30","0.00",
="03032X","元展29","45,000","7","418,850","9.15","9.45","9.15","9.45","+","0.60","9.50","104","9.60","101","16.00",
="03033P","大立光國泰6A售11","0","0","0","--","--","--","--"," ","0.00","1.03","30","1.04","30","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.60","10","372.00",
="03034P","大立光國泰6A售12","0","0","0","--","--","--","--"," ","0.00","0.93","30","0.94","30","0.00",
="03035P","大立光國泰6A售13","9,000","2","7,440","0.84","0.84","0.78","0.78","-","0.05","0.78","30","0.79","30","0.00",
="03035X","元展32","3,000","2","16,000","5.30","5.35","5.30","5.35","+","0.05","5.35","8","5.40","10","24.40",
="03036P","大立光元富6A售06","2,000","1","1,660","0.83","0.83","0.83","0.83","-","0.03","0.84","25","0.85","25","0.00",
="03037P","大立光元富6A售07","125,000","3","124,850","1.00","1.00","0.99","0.99","-","0.04","0.99","25","1.00","25","0.00",
="03038P","大立光元富6A售08","0","0","0","--","--","--","--"," ","0.00","0.83","25","0.84","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","14.90","10","15.00","10","98.40",
="03039P","大立光統一6B售08","232,000","2","246,930","1.08","1.08","1.05","1.05","-","0.03","1.04","20","1.05","10","0.00",
="03039X","元展36","13,000","4","80,800","6.20","6.35","6.20","6.35","+","0.20","6.15","10","6.25","10","289.50",
="03040P","華新科凱基6A售02","49,000","3","72,260","1.46","1.48","1.46","1.48","X","0.00","1.48","30","1.50","30","0.00",
="03040X","元展37","437,000","15","2,436,000","5.60","5.80","5.50","5.75","+","0.40","5.75","10","5.85","10","13.30",
