"106年07月05日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"油電燃氣類指數","133.71","-","0.02","-0.01",
"其他類指數","261.50","-","0.12","-0.05",
"臺指日報酬兩倍指數","15,747.68","+","171.63","1.10",
"臺指日報酬反向一倍指數","7,637.50","-","42.31","-0.55",
"電子類兩倍槓桿指數","12,945.13","+","214.98","1.69",
"電子類反向指數","8,152.96","-","69.43","-0.84",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
"寶島股價報酬指數","13,421.39","+","72.55","0.54",
"發行量加權股價報酬指數","17,366.05","+","102.51","0.59",
"臺灣公司治理100報酬指數","6,463.72","+","50.48","0.79",
"臺灣50報酬指數","13,439.57","+","120.10","0.90",
"臺灣中型100報酬指數","11,303.29","+","21.66","0.19",
"臺灣資訊科技報酬指數","15,507.17","+","112.49","0.73",
"臺灣發達報酬指數","13,669.38","+","136.06","1.01",
"臺灣高股息報酬指數","11,373.70","+","81.87","0.73",
"臺灣就業99報酬指數","7,533.64","+","26.91","0.36",
"臺灣高薪100報酬指數","6,454.18","+","45.34","0.71",
"臺灣低波動高股息報酬指數","3,256.26","+","16.71","0.52",
"未含金融電子股報酬指數","20,082.16","+","57.02","0.28",
"小型股300報酬指數","6,384.51","+","4.51","0.07",
"漲升股利150報酬指數","6,281.81","+","49.92","0.80",
"漲升股利100報酬指數","6,252.63","+","51.47","0.83",
"藍籌 30 報酬指數","5,562.08","+","30.96","0.56",
"工業菁英 30 報酬指數","5,852.15","+","37.61","0.65",
"電子菁英 30 報酬指數","5,794.74","+","36.96","0.64",
"低波動精選 30 報酬指數","5,583.15","+","52.21","0.94",
"低貝塔 100 報酬指數","5,475.67","+","11.00","0.20",
"中小型精選50報酬指數","5,267.17","+","4.96","0.09",
"中小型A級動能50報酬指數","5,542.28","-","4.56","-0.08",
"水泥類報酬指數","166.10","+","0.85","0.51",
"食品類報酬指數","1,910.08","+","13.21","0.70",
"塑膠類報酬指數","360.68","+","2.15","0.60",
"紡織纖維類報酬指數","669.09","+","0.23","0.03",
"電機機械類報酬指數","227.82","+","0.21","0.09",
"電器電纜類報酬指數","49.69","+","0.07","0.14",
"化學生技醫療類報酬指數","128.02","+","0.40","0.31",
"化學類報酬指數","135.51","+","0.57","0.42",
"生技醫療類報酬指數","82.57","+","0.14","0.17",
"玻璃陶瓷類報酬指數","42.87","+","0.02","0.05",
"造紙類報酬指數","280.26","-","1.54","-0.55",
"鋼鐵類報酬指數","138.21","+","0.99","0.72",
"橡膠類報酬指數","430.63","-","0.25","-0.06",
"汽車類報酬指數","348.62","+","2.80","0.81",
"電子類報酬指數","669.77","+","5.64","0.85",
"半導體類報酬指數","221.15","+","1.38","0.63",
"電腦及週邊設備類報酬指數","171.86","+","1.44","0.84",
"光電類報酬指數","55.97","+","0.26","0.47",
"通信網路類報酬指數","214.88","+","1.45","0.68",
"電子零組件類報酬指數","136.40","+","0.16","0.12",
"電子通路類報酬指數","194.91","+","1.43","0.74",
"資訊服務類報酬指數","153.29","-","0.52","-0.34",
"其他電子類報酬指數","148.38","+","3.24","2.23",
"建材營造類報酬指數","390.25","+","0.50","0.13",
"航運類報酬指數","81.37","-","0.02","-0.02",
"觀光類報酬指數","147.77","-","1.05","-0.71",
"金融保險類報酬指數","1,561.11","+","3.93","0.25",
"貿易百貨類報酬指數","285.81","+","1.13","0.40",
"油電燃氣類報酬指數","176.77"," ","--","--",
"其他類報酬指數","360.61","-","0.16","-0.04",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","78,349,425,534","2,018,459,250","645,686",
"2.台灣存託憑證","32,970,290","8,200,272","1,001",
"3.受益憑證","0","0","0",
"4.ETF","4,366,616,226","241,345,490","31,705",
"5.受益證券","11,735,600","836,000","119",
"6.變更交易股票","41,149,388","18,294,107","1,078",
"7.認購(售)權證","2,157,942,250","2,006,417,000","61,689",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"證券合計(1+6)","78,390,574,922","2,036,753,357","646,764",
"總計(1~12)","84,959,839,288","4,293,552,119","741,278",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,692(3)","363(3)",
"下跌(跌停)","3,252(17)","387(0)",
"持平","496","125",
"未成交","4,380","4",
"無比價","967","19",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年07月05日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","2,274,312","765","182,530,450","80.10","80.75","79.75","80.75","+","0.75","80.75","37","80.80","362","0.00",
="0051","元大中型100","8,034","7","235,837","29.31","29.40","29.31","29.40","+","0.09","29.34","50","29.50","1","0.00",
="0052","富邦科技","2,000","2","96,720","48.36","48.36","48.36","48.36","-","0.04","48.64","10","48.80","3","0.00",
="0053","元大電子","24,001","9","836,115","34.72","35.03","34.72","35.03","+","0.13","35.03","49","35.10","1","0.00",
="0054","元大台商50","111,000","16","2,777,360","25.15","25.26","24.93","25.26","+","0.09","25.26","49","25.50","24","0.00",
="0055","元大MSCI金融","212,000","78","3,313,010","15.59","15.70","15.56","15.70","+","0.08","15.61","200","15.70","104","0.00",
="0056","元大高股息","985,026","473","25,221,920","25.65","25.68","25.50","25.68","+","0.03","25.68","448","25.69","1","0.00",
="0057","富邦摩台","16,000","8","762,990","47.61","48.05","47.55","48.05","+","0.07","48.05","2","48.22","20","0.00",
="0058","富邦發達","0","0","0","--","--","--","--"," ","0.00","45.64","10","45.96","1","0.00",
="0059","富邦金融","2,000","2","71,970","35.99","35.99","35.98","35.98","-","0.23","36.07","1","36.21","1","0.00",
="0061","元大寶滬深","4,102,250","781","67,035,845","16.31","16.42","16.29","16.38","+","0.01","16.38","71","16.39","20","0.00",
="006203","元大MSCI台灣","1,000","1","37,420","37.42","37.42","37.42","37.42"," ","0.00","37.07","50","37.41","20","0.00",
="006204","永豐臺灣加權","3,000","1","156,300","52.10","52.10","52.10","52.10","X","0.00","52.20","15","52.40","100","0.00",
="006205","富邦上証","2,586,608","638","74,338,585","28.70","28.90","28.66","28.78","+","0.02","28.78","260","28.80","4","0.00",
="006206","元大上證50","844,238","207","23,707,621","27.99","28.29","27.99","28.21","+","0.14","28.20","20","28.21","11","0.00",
="006207","FH滬深","775,169","266","16,743,117","21.55","21.70","21.50","21.65","+","0.10","21.64","1","21.65","117","0.00",
="006208","富邦台50","1,000","1","47,100","47.10","47.10","47.10","47.10","-","0.21","47.42","10","47.57","11","0.00",
="00625K","富邦上証+R","50,000","2","321,500","6.43","6.43","6.43","6.43","-","0.02","6.44","30","6.52","10","0.00",
="00631L","元大台灣50正2","2,264,140","610","73,331,406","32.33","32.77","31.99","32.77","+","0.49","32.76","19","32.77","3","0.00",
="00632R","元大台灣50反1","42,358,299","4,533","597,012,097","14.10","14.19","14.03","14.03","-","0.09","14.03","1,366","14.04","812","0.00",
="00633L","富邦上証正2","24,697,400","4,784","960,478,235","38.50","39.27","38.50","39.05","+","0.60","39.04","23","39.05","129","0.00",
="00634R","富邦上証反1","2,290,100","199","18,775,146","8.24","8.24","8.16","8.16","-","0.08","8.16","318","8.18","77","0.00",
="00635U","元大S&P黃金","2,007,000","498","38,896,710","19.36","19.40","19.35","19.36","+","0.02","19.36","63","19.37","409","0.00",
="00636","國泰中國A50","782,158","188","13,926,261","17.73","17.94","17.73","17.88","+","0.11","17.87","113","17.88","30","0.00",
="00637L","元大滬深300正2","48,878,100","6,132","718,022,516","14.56","14.82","14.52","14.74","+","0.23","14.73","79","14.74","907","0.00",
="00638R","元大滬深300反1","35,715","12","592,672","16.62","16.64","16.55","16.55","-","0.09","16.55","96","16.58","50","0.00",
="00639","富邦深100","4,876,448","697","49,460,596","10.10","10.18","10.10","10.15","+","0.05","10.15","677","10.17","184","0.00",
="00640L","富邦日本正2","1,072,000","114","21,526,140","20.05","20.25","19.91","20.20","+","0.13","20.21","215","20.22","3","0.00",
="00641R","富邦日本反1","509,000","89","8,428,800","16.57","16.61","16.47","16.50","-","0.06","16.48","5","16.50","79","0.00",
="00642U","元大S&P石油","11,664,830","1,909","192,032,117","16.48","16.49","16.43","16.46","+","0.07","16.46","391","16.47","255","0.00",
="00643","群益深証中小","1,659,000","423","23,557,780","14.12","14.23","14.12","14.22","+","0.06","14.21","15","14.22","218","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.18","50","3.27","15","0.00",
="00645","富邦日本","45,000","6","928,810","20.63","20.70","20.56","20.70","+","0.03","20.66","83","20.70","21","0.00",
="00646","元大S&P500","16,000","11","353,230","22.09","22.09","22.05","22.05","+","0.03","22.02","22","22.08","3","0.00",
="00647L","元大S&P500正2","35,000","2","920,150","26.23","26.30","26.23","26.30","+","0.11","26.26","20","26.30","40","0.00",
="00648R","元大S&P500反1","386,000","78","6,049,400","15.70","15.71","15.65","15.65","-","0.05","15.65","147","15.66","20","0.00",
="00649","FH香港","124,000","16","2,271,000","18.25","18.39","18.19","18.39","+","0.12","18.36","1","18.42","30","0.00",
="00650L","FH香港正2","835,000","67","21,469,670","25.56","25.88","25.26","25.88","+","0.34","25.86","10","25.88","50","0.00",
="00651R","FH香港反1","101,000","25","1,035,290","10.35","10.35","10.22","10.22","-","0.06","10.18","53","10.22","68","0.00",
="00652","富邦印度","94,114","22","2,064,392","21.90","21.96","21.89","21.92","+","0.02","21.92","124","21.95","73","0.00",
="00653L","富邦印度正2","321,000","82","8,351,290","25.98","26.10","25.98","26.09","+","0.11","26.08","3","26.09","88","0.00",
="00654R","富邦印度反1","69,000","18","1,122,520","16.27","16.28","16.25","16.25","-","0.05","16.24","143","16.25","28","0.00",
="00655L","國泰中國A50正2","2,768,172","610","78,112,582","27.90","28.47","27.90","28.30","+","0.38","28.29","50","28.30","39","0.00",
="00656R","國泰中國A50反1","199,000","12","3,055,850","15.47","15.47","15.33","15.33","-","0.16","15.35","53","15.37","50","0.00",
="00657","國泰日經225","1,000","1","24,170","24.17","24.17","24.17","24.17","-","0.17","24.24","62","24.33","45","0.00",
="00658L","國泰日本正2","126,000","9","3,672,740","29.14","29.26","29.00","29.26","+","0.03","29.30","1","29.36","50","0.00",
="00659R","國泰日本反1","129,000","17","1,941,020","15.03","15.09","14.98","14.98","-","0.05","14.97","53","15.00","55","0.00",
="00660","元大歐洲50","202,000","15","4,945,090","24.49","24.49","24.47","24.49","-","0.03","24.45","3","24.49","147","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","24.88","10","25.08","10","0.00",
="00662","富邦NASDAQ","555,214","57","13,047,519","23.61","23.61","23.45","23.51","-","0.04","23.52","1","23.56","15","0.00",
="00663L","國泰臺灣加權正2","726,000","66","21,344,450","29.30","29.66","28.97","29.64","+","0.44","29.63","100","29.64","199","0.00",
="00664R","國泰臺灣加權反1","1,746,000","273","27,906,520","16.00","16.10","15.90","15.91","-","0.10","15.90","313","15.91","372","0.00",
="00665L","富邦H股正2","1,089,000","216","27,851,980","25.41","25.91","25.13","25.80","+","0.40","25.78","100","25.80","5","0.00",
="00666R","富邦H股反1","187,000","18","3,029,930","16.30","16.30","16.00","16.04","-","0.19","16.01","130","16.05","30","0.00",
="00667","元大韓國","0","0","0","--","--","--","--"," ","0.00","22.03","10","22.31","10","0.00",
="00668","國泰美國道瓊","5,270","5","119,876","22.77","22.80","22.77","22.80","+","0.13","22.77","1","22.80","48","0.00",
="00669R","國泰美國道瓊反1","367,000","57","6,032,180","16.45","16.45","16.42","16.44","-","0.02","16.43","19","16.44","48","0.00",
="00670L","富邦NASDAQ正2","272,000","50","5,918,820","21.72","21.80","21.66","21.78","+","0.06","21.76","180","21.78","22","0.00",
="00671R","富邦NASDAQ反1","363,000","59","6,793,550","18.72","18.76","18.69","18.71","-","0.04","18.70","81","18.71","46","0.00",
="00672L","元大S&P原油正2","53,493,200","4,646","714,494,540","13.39","13.40","13.32","13.35","+","0.10","13.34","2,189","13.35","651","0.00",
="00673R","元大S&P原油反1","1,337,000","217","29,148,150","21.77","21.83","21.76","21.82","-","0.06","21.81","11","21.82","289","0.00",
="00674R","元大S&P黃金反1","380,000","40","7,754,140","20.41","20.42","20.35","20.42","-","0.03","20.41","1","20.45","75","0.00",
="00675L","富邦臺灣加權正2","1,545,735","142","19,648,442","12.70","12.84","12.53","12.84","+","0.22","12.83","3","12.84","458","0.00",
="00676R","富邦臺灣加權反1","4,281,000","297","37,176,680","8.69","8.74","8.64","8.64","-","0.06","8.64","304","8.65","593","0.00",
="00677U","富邦VIX","5,897,000","554","59,973,710","10.15","10.23","10.14","10.15","-","0.03","10.14","114","10.15","72","0.00",
="00678","群益NBI生技","122,000","42","2,575,750","21.15","21.17","21.10","21.15","-","0.09","21.11","1","21.15","4","0.00",
="00680L","元大美債20正2","21,000","9","433,230","20.52","20.65","20.52","20.65","+","0.09","20.64","6","20.67","25","0.00",
="00681R","元大美債20反1","5,000","1","95,000","19.00","19.00","19.00","19.00","-","0.02","18.95","50","19.00","1","0.00",
="00682U","元大美元指數","8,000","8","150,680","18.88","18.88","18.80","18.87"," ","0.00","18.81","50","18.87","49","0.00",
="00683L","元大美元指數正2","136,000","34","2,441,820","17.95","17.97","17.94","17.97","+","0.02","17.97","5","17.98","24","0.00",
="00684R","元大美元指數反1","3,000","3","62,290","20.73","20.83","20.73","20.83","+","0.01","20.73","50","20.82","20","0.00",
="00685L","群益臺灣加權正2","773,000","21","8,651,800","11.15","11.27","11.06","11.27","+","0.15","11.27","200","11.29","210","0.00",
="00686R","群益臺灣加權反1","2,860,000","67","26,899,040","9.44","9.48","9.37","9.38","-","0.06","9.37","361","9.38","189","0.00",
="00688L","國泰20年美債正2","5,000","3","104,630","20.91","20.94","20.91","20.92","+","0.05","20.95","1","20.96","70","0.00",
="00689R","國泰20年美債反1","2,000","1","38,520","19.26","19.26","19.26","19.26","-","0.03","19.26","68","19.29","70","0.00",
="00690","兆豐藍籌30","177,000","52","3,699,220","20.90","20.96","20.80","20.93","+","0.04","20.93","82","20.97","2","0.00",
="00691R","兆豐藍籌30反1","5,000","5","94,280","18.86","18.88","18.79","18.79","-","0.03","18.77","1","18.79","49","0.00",
="00692","富邦公司治理","1,208,157","177","25,219,217","20.84","20.95","20.72","20.95","+","0.12","20.95","101","20.97","20","0.00",
="00693U","華頓S&P黃豆","696,000","105","14,006,760","20.12","20.14","20.11","20.13","+","0.03","20.12","10","20.13","83","0.00",
="00698L","元大美債7-10正2","1,327,000","24","25,774,230","19.40","19.45","19.40","19.40","-","0.02","19.40","40","19.42","1","0.00",
="00699R","元大美債7-10反1","1,208,000","13","24,252,610","20.08","20.08","20.06","20.08"," ","0.00","20.07","50","20.10","12","0.00",
="008201","BP上證50","1,800","7","157,300","88.00","88.00","87.00","87.30","+","0.70","86.95","1","87.60","7","0.00",
="01001T","土銀富邦R1","126,000","26","1,710,620","13.56","13.60","13.56","13.59","+","0.03","13.57","1","13.59","3","0.00",
="01002T","土銀國泰R1","650,000","77","9,234,760","14.20","14.25","14.20","14.20"," ","0.00","14.20","365","14.25","15","0.00",
="01003T","兆豐新光R1","7,000","7","98,690","14.09","14.10","14.09","14.10"," ","0.00","14.10","29","14.12","4","0.00",
="01004T","土銀富邦R2","44,000","6","562,950","12.79","12.80","12.79","12.80","+","0.01","12.76","3","12.80","6","0.00",
="01007T","兆豐國泰R2","9,000","3","128,580","14.29","14.29","14.26","14.26"," ","0.00","14.26","1","14.28","1","0.00",
="03001P","臺股指永豐6A售02","10,000","1","2,500","0.25","0.25","0.25","0.25","+","0.03","0.21","30","0.22","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.50","10","71.50","10","109.00",
="03002P","廣宇永豐6A售02","180,000","4","135,900","0.73","0.76","0.73","0.76","+","0.04","0.73","30","0.74","30","0.00",
="03003P","聯鈞永豐6A售02","500,000","8","270,000","0.54","0.54","0.54","0.54","X","0.00","0.51","30","0.52","30","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","88.50","10","89.50","10","208.50",
="03004P","大同元大71售02","0","0","0","--","--","--","--"," ","0.00","0.47","120","0.48","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","14.80","10","14.90","10","25.70",
="03005P","義隆元大6A售01","20,000","1","8,600","0.43","0.43","0.43","0.43","-","0.01","0.45","100","0.46","100","0.00",
="03005X","元展05","1,000","1","16,200","16.20","16.20","16.20","16.20","X","0.00","16.20","10","16.40","10","25.65",
="03006P","聯發科元大6A售04","58,000","4","2,500","0.05","0.05","0.03","0.05"," ","0.00","0.03","380","0.04","20","0.00",
="03006X","元展06","0","0","0","--","--","--","--"," ","0.00","28.70","10","28.90","10","47.00",
="03007P","鴻海元大6A售10","140,000","4","5,600","0.04","0.04","0.04","0.04","-","0.01","0.03","1,469","0.04","21","0.00",
="03007X","元展07","0","0","0","--","--","--","--"," ","0.00","15.00","15","15.10","15","20.20",
="03008P","為升元富6A售02","222,000","1","97,680","0.44","0.44","0.44","0.44","X","0.00","0.44","45","0.45","25","0.00",
="03009P","樺漢凱基6A售05","50,000","1","14,500","0.29","0.29","0.29","0.29","X","0.00","0.27","30","0.28","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","24.60","10","24.90","10","30.95",
="03010P","大立光日盛6A售04","455,000","10","486,100","1.09","1.11","1.06","1.06","-","0.08","1.05","25","1.06","25","0.00",
="03010X","元展10","0","0","0","--","--","--","--"," ","0.00","60.50","10","61.50","10","116.00",
="03011P","大立光統一6A售04","120,000","5","89,950","0.75","0.75","0.74","0.75","-","0.03","0.74","200","0.75","200","0.00",
="03012P","大立光統一6B售05","75,000","3","68,050","0.91","0.91","0.89","0.89","-","0.05","0.89","206","0.90","108","0.00",
="03012X","元展12","0","0","0","--","--","--","--"," ","0.00","14.30","10","14.50","47","49.00",
="03013P","可成統一6A售07","250,000","3","33,500","0.14","0.14","0.13","0.13","-","0.02","0.12","208","0.13","208","0.00",
="03013X","元展13","1,000","1","7,500","7.50","7.50","7.50","7.50","X","0.00","7.50","10","7.60","10","13.95",
="03014P","華邦電統一6A售04","1,558,000","12","895,380","0.55","0.61","0.55","0.60","+","0.05","0.56","20","0.57","10","0.00",
="03014X","元展14","16,000","4","246,200","15.40","15.40","15.30","15.40","-","0.10","15.30","10","15.60","5","20.40",
="03015P","大立光群益6A售09","14,000","2","7,630","0.56","0.56","0.53","0.53","-","0.05","0.53","25","0.54","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.20","10","13.40","12","18.80",
="03016P","中鋼群益6B售02","32,000","2","15,680","0.50","0.50","0.48","0.48","-","0.02","0.47","25","0.48","10","0.00",
="03016X","元展16","295,000","14","622,950","2.11","2.13","2.10","2.10","+","0.02","2.11","50","2.14","50","8.38",
="03017P","致茂群益6B售02","157,000","2","151,110","0.95","0.97","0.95","0.97","-","0.05","1.00","25","1.02","10","0.00",
="03017X","元展17","0","0","0","--","--","--","--"," ","0.00","1.74","50","1.76","50","9.40",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.96","25","0.98","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.20","50","3.25","50","17.70",
="03019P","華新科群益6A售04","115,000","4","152,380","1.31","1.41","1.31","1.41","+","0.06","1.40","25","1.41","10","0.00",
="03019X","元展19","24,000","5","70,320","2.93","2.94","2.92","2.94"," ","0.00","2.94","50","2.96","5","16.30",
="03020P","鑽全群益6A售01","160,000","3","127,700","0.80","0.80","0.79","0.80","X","0.00","0.79","25","0.80","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.91","50","2.97","50","17.55",
="03021P","大立光元大6A售11","1,000","1","540","0.54","0.54","0.54","0.54","+","0.01","0.48","100","0.49","100","0.00",
="03021X","元展21","10,000","1","92,500","9.25","9.25","9.25","9.25","+","0.25","9.15","10","9.30","15","26.65",
="03022P","大立光元大6A售14","357,000","9","526,850","1.50","1.57","1.47","1.47","-","0.12","1.49","100","1.50","100","0.00",
="03022X","富展01","1,000","1","30,900","30.90","30.90","30.90","30.90","X","0.00","31.50","10","31.80","10","116.00",
="03023P","大立光元大6B售03","77,000","5","38,790","0.52","0.52","0.49","0.49","-","0.03","0.49","102","0.50","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","15.70","13","16.10","11","28.78",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.23","100","0.24","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","49.60","10","50.50","10","208.50",
="03025P","台積電元大6A售06","538,000","6","85,080","0.16","0.16","0.15","0.15","-","0.02","0.15","100","0.16","100","0.00",
="03025X","元展22","5,000","1","121,500","24.30","24.30","24.30","24.30","+","0.10","24.30","495","24.40","10","80.75",
="03026P","富邦金元大6B售03","48,000","1","30,240","0.63","0.63","0.63","0.63","+","0.05","0.58","100","0.59","108","0.00",
="03026X","元展23","11,000","2","46,480","4.23","4.23","4.22","4.22","+","0.02","4.21","100","4.26","100","16.38",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.39","10","0.40","10","0.00",
="03027X","元展24","1,000","1","8,300","8.30","8.30","8.30","8.30","+","0.05","8.25","101","8.40","100","28.78",
="03028P","國巨永豐6A售03","725,000","10","598,450","0.78","0.88","0.78","0.86","+","0.04","0.81","30","0.82","30","0.00",
="03028X","元展25","1,000","1","24,400","24.40","24.40","24.40","24.40","X","0.00","24.40","10","24.50","1","75.80",
="03029P","華新科永豐6A售03","118,000","3","135,770","1.15","1.16","1.15","1.16","+","0.07","1.15","30","1.16","23","0.00",
="03029X","元展26","8,000","4","110,200","13.70","13.90","13.70","13.90","X","0.00","13.90","10","14.00","52","40.85",
="03030P","臺股指玉山6A售01","25,000","2","7,950","0.32","0.32","0.31","0.31","-","0.03","0.30","10","0.31","10","0.00",
="03031P","臺股指玉山6A售02","10,000","1","3,100","0.31","0.31","0.31","0.31","X","0.00","0.31","40","0.32","10","0.00",
="03031X","元展28","0","0","0","--","--","--","--"," ","0.00","6.55","10","6.70","10","48.50",
="03032P","大立光國泰6A售10","5,000","2","6,970","1.41","1.41","1.37","1.37","-","0.05","1.34","360","1.35","162","0.00",
="03032X","元展29","9,000","4","85,650","9.45","9.60","9.45","9.60","+","0.15","9.60","120","9.70","100","16.10",
="03033P","大立光國泰6A售11","60,000","3","70,800","1.21","1.21","1.16","1.16","-","0.08","1.16","410","1.17","196","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.50","10","370.00",
="03034P","大立光國泰6A售12","0","0","0","--","--","--","--"," ","0.00","1.06","450","1.07","153","0.00",
="03035P","大立光國泰6A售13","40,000","2","37,600","0.94","0.94","0.94","0.94","X","0.00","0.89","499","0.90","81","0.00",
="03035X","元展32","1,000","1","5,650","5.65","5.65","5.65","5.65","-","0.05","5.75","10","5.85","10","25.15",
="03036P","大立光元富6A售06","50,000","1","48,500","0.97","0.97","0.97","0.97","-","0.03","0.95","25","0.96","25","0.00",
="03037P","大立光元富6A售07","0","0","0","--","--","--","--"," ","0.00","1.11","25","1.12","25","0.00",
="03038P","大立光元富6A售08","10,000","1","9,800","0.98","0.98","0.98","0.98","-","0.04","0.95","25","0.96","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","14.80","10","14.90","10","98.20",
="03039P","大立光統一6B售08","508,000","2","594,260","1.16","1.17","1.16","1.17","-","0.02","1.13","20","1.14","10","0.00",
="03039X","元展36","4,000","3","24,000","6.00","6.00","6.00","6.00","-","0.05","6.15","10","6.25","10","289.00",
="03040P","華新科凱基6A售02","12,000","1","18,240","1.52","1.52","1.52","1.52","+","0.10","1.51","30","1.52","30","0.00",
="03040X","元展37","2,000","2","13,400","6.70","6.70","6.70","6.70","+","0.20","6.65","10","6.75","10","14.40",
="03041P","台積電元大6A售07","0","0","0","--","--","--","--"," ","0.00","0.21","100","0.22","100","0.00",
="03041X","元展38","0","0","0","--","--","--","--"," ","0.00","5.60","10","5.65","10","162.00",
="03042P","華通元大71售01","0","0","0","--","--","--","--"," ","0.00","0.48","100","0.49","100","0.00",
