"106年06月23日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="00638R","元大滬深300反1","64,000","27","1,074,340","16.74","16.85","16.72","16.82","+","0.17","16.79","50","16.82","1","0.00",
="00639","富邦深100","12,874,832","1,876","128,928,483","10.02","10.07","9.98","10.04","-","0.11","10.03","124","10.04","44","0.00",
="00640L","富邦日本正2","184,000","47","3,704,680","20.16","20.20","20.08","20.15","-","0.05","20.14","20","20.17","273","0.00",
="00641R","富邦日本反1","81,000","25","1,335,360","16.48","16.52","16.47","16.51","+","0.03","16.50","5","16.51","49","0.00",
="00642U","元大S&P石油","9,181,896","1,783","139,081,917","15.15","15.17","15.12","15.16","+","0.12","15.16","42","15.17","361","0.00",
="00643","群益深証中小","2,581,000","588","35,708,860","13.88","13.92","13.78","13.78","-","0.24","13.78","82","13.80","10","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","3.02","50","3.11","15","0.00",
="00645","富邦日本","5,000","5","102,830","20.57","20.59","20.55","20.59","-","0.01","20.57","1","20.63","61","0.00",
="00646","元大S&P500","11,000","11","244,050","22.16","22.23","22.16","22.23","+","0.10","22.13","2","22.19","3","0.00",
="00647L","元大S&P500正2","1,000","1","26,390","26.39","26.39","26.39","26.39","+","0.13","26.37","50","26.53","20","0.00",
="00648R","元大S&P500反1","859,000","107","13,382,220","15.59","15.60","15.57","15.58","-","0.01","15.58","52","15.59","113","0.00",
="00649","FH香港","122,000","6","2,265,290","18.58","18.59","18.54","18.57","-","0.06","18.51","52","18.59","30","0.00",
="00650L","FH香港正2","812,000","35","21,147,620","26.01","26.24","25.90","26.04","-","0.31","26.05","4","26.10","20","0.00",
="00651R","FH香港反1","105,000","9","1,068,590","10.08","10.20","10.08","10.20","+","0.04","10.17","73","10.20","25","0.00",
="00652","富邦印度","259,487","32","5,708,067","22.14","22.14","21.92","21.92","-","0.22","21.92","3","21.94","21","0.00",
="00653L","富邦印度正2","645,000","145","16,879,180","26.20","26.25","26.01","26.07","-","0.39","26.06","11","26.07","46","0.00",
="00654R","富邦印度反1","161,000","33","2,614,820","16.01","16.45","16.01","16.26","+","0.11","16.28","51","16.32","100","0.00",
="00655L","國泰中國A50正2","6,658,000","1,928","188,148,290","28.53","28.53","28.08","28.20","-","0.79","28.19","41","28.20","26","0.00",
="00656R","國泰中國A50反1","189,000","9","2,921,870","15.44","15.46","15.44","15.46","+","0.19","15.44","53","15.46","49","0.00",
="00657","國泰日經225","3,000","2","73,140","24.38","24.38","24.38","24.38","-","0.06","24.36","52","24.45","10","0.00",
="00658L","國泰日本正2","44,000","9","1,299,620","29.57","29.59","29.51","29.59","+","0.02","29.53","20","29.59","59","0.00",
="00659R","國泰日本反1","9,000","6","134,360","14.92","14.94","14.92","14.92","-","0.01","14.93","10","14.94","1","0.00",
="00660","元大歐洲50","20,280","10","506,292","24.96","24.97","24.90","24.90","-","0.04","24.90","58","24.97","51","0.00",
="00661","元大日經225","0","0","0","--","--","--","--"," ","0.00","25.07","10","25.28","60","0.00",
="00662","富邦NASDAQ","14,000","5","342,440","24.48","24.48","24.44","24.47","-","0.06","24.44","64","24.46","15","0.00",
="00663L","國泰臺灣加權正2","1,161,000","36","33,923,300","29.29","29.36","29.16","29.19","-","0.08","29.16","350","29.19","199","0.00",
="00664R","國泰臺灣加權反1","1,827,000","215","29,257,830","16.01","16.05","15.98","16.03","+","0.01","16.03","8","16.04","280","0.00",
="00665L","富邦H股正2","1,674,000","186","42,837,600","25.69","25.80","25.44","25.47","-","0.38","25.47","43","25.52","50","0.00",
="00666R","富邦H股反1","124,000","7","1,996,100","16.19","16.19","16.09","16.17","+","0.15","16.15","120","16.17","59","0.00",
="00667","元大韓國","8,000","8","176,530","22.15","22.18","21.90","22.15"," ","0.00","22.00","1","22.15","2","0.00",
="00668","國泰美國道瓊","1,000","1","22,720","22.72","22.72","22.72","22.72"," ","0.00","22.71","80","22.77","50","0.00",
="00669R","國泰美國道瓊反1","616,000","37","10,121,570","16.46","16.47","16.42","16.42","-","0.02","16.42","215","16.43","26","0.00",
="00670L","富邦NASDAQ正2","52,000","12","1,220,310","23.48","23.48","23.46","23.47","-","0.15","23.46","130","23.48","100","0.00",
="00671R","富邦NASDAQ反1","104,000","16","1,883,940","18.10","18.12","18.10","18.10","+","0.02","18.10","217","18.12","169","0.00",
="00672L","元大S&P原油正2","30,879,523","3,485","345,648,867","11.19","11.24","11.15","11.23","+","0.19","11.22","542","11.23","680","0.00",
="00673R","元大S&P原油反1","600,000","109","14,364,730","23.90","23.99","23.87","23.92","-","0.22","23.91","14","23.92","15","0.00",
="00674R","元大S&P黃金反1","63,000","18","1,257,980","19.97","20.00","19.95","19.95","+","0.02","19.95","69","19.96","39","0.00",
="00675L","富邦臺灣加權正2","1,542,000","87","19,485,500","12.68","12.70","12.60","12.61","-","0.05","12.61","602","12.62","100","0.00",
="00676R","富邦臺灣加權反1","5,227,000","307","45,536,430","8.71","8.73","8.69","8.71","-","0.01","8.71","493","8.72","755","0.00",
="00677U","富邦VIX","7,977,000","605","79,147,400","9.92","9.94","9.90","9.93","-","0.10","9.92","167","9.93","485","0.00",
="00678","群益NBI生技","1,236,000","268","26,366,890","21.40","21.45","21.31","21.35","+","0.15","21.35","417","21.36","47","0.00",
="00680L","元大美債20正2","27,000","3","583,390","21.57","21.61","21.57","21.61","-","0.05","21.61","25","21.62","50","0.00",
="00681R","元大美債20反1","10,000","1","186,400","18.64","18.64","18.64","18.64","+","0.05","18.60","50","18.64","104","0.00",
="00682U","元大美元指數","6,000","2","114,540","19.09","19.09","19.09","19.09","+","0.04","19.05","270","19.09","7","0.00",
="00683L","元大美元指數正2","19,000","9","349,660","18.42","18.42","18.39","18.42","+","0.03","18.38","200","18.45","1","0.00",
="00684R","元大美元指數反1","0","0","0","--","--","--","--"," ","0.00","20.54","120","20.63","120","0.00",
="00685L","群益臺灣加權正2","1,160,000","27","12,884,130","11.11","11.16","11.07","11.09","-","0.02","11.09","299","11.11","350","0.00",
="00686R","群益臺灣加權反1","3,515,000","75","33,285,540","9.46","9.48","9.44","9.48","+","0.02","9.46","356","9.48","385","0.00",
="00688L","國泰20年美債正2","221,000","7","4,835,440","21.88","21.88","21.84","21.84","-","0.11","21.83","50","21.88","101","0.00",
="00689R","國泰20年美債反1","701,000","13","13,214,870","18.81","18.89","18.81","18.89","+","0.10","18.87","150","18.90","20","0.00",
="00690","兆豐藍籌30","2,616,000","58","54,258,640","20.77","20.79","20.72","20.76","-","0.01","20.76","2","20.77","83","0.00",
="00691R","兆豐藍籌30反1","409,000","8","7,738,320","18.94","18.94","18.92","18.92","-","0.04","18.90","80","18.97","80","0.00",
="00692","富邦公司治理","2,239,050","578","46,199,083","20.67","20.68","20.60","20.65","-","0.03","20.63","58","20.65","477","0.00",
="00693U","華頓S&P黃豆","1,969,000","249","37,101,440","18.85","18.87","18.83","18.83","-","0.28","18.83","239","18.84","120","0.00",
="00698L","元大美債7-10正2","1,877,000","476","37,239,200","19.82","19.87","19.81","19.83","-","0.14","19.83","86","19.84","8","0.00",
="00699R","元大美債7-10反1","2,507,000","239","49,781,780","19.83","19.88","19.79","19.83","-","0.14","19.83","95","19.85","1","0.00",
="008201","BP上證50","901","6","77,612","85.50","87.00","85.50","85.90","-","1.50","85.90","7","86.50","1","0.00",
="01001T","土銀富邦R1","50,000","7","693,140","13.87","13.87","13.85","13.86","-","0.04","13.86","32","13.87","35","0.00",
="01002T","土銀國泰R1","184,000","36","2,614,830","14.23","14.23","14.20","14.21","-","0.03","14.20","41","14.22","8","0.00",
="01003T","兆豐新光R1","265,000","54","3,731,170","14.08","14.09","14.07","14.09","+","0.01","14.08","23","14.09","1","0.00",
="01004T","土銀富邦R2","15,000","3","193,070","12.88","12.88","12.87","12.87","-","0.03","12.81","10","12.87","10","0.00",
="01007T","兆豐國泰R2","143,000","33","2,019,650","14.20","14.20","14.10","14.20"," ","0.00","14.10","17","14.19","10","0.00",
="03001P","臺股指永豐6A售02","80,000","3","23,100","0.28","0.29","0.28","0.29","-","0.02","0.29","30","0.30","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","70.00","10","71.00","10","108.50",
="03002P","廣宇永豐6A售02","38,000","1","30,020","0.79","0.79","0.79","0.79","-","0.01","0.80","30","0.81","30","0.00",
="03003P","聯鈞永豐6A售02","520,000","12","277,390","0.53","0.54","0.53","0.54","+","0.01","0.54","30","0.55","30","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","90.00","1","90.50","10","217.00",
="03004P","大同元大71售02","20,000","1","9,600","0.48","0.48","0.48","0.48"," ","0.00","0.48","100","0.49","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.50","10","24.50",
="03005P","義隆元大6A售01","0","0","0","--","--","--","--"," ","0.00","0.58","100","0.59","100","0.00",
="03005X","元展05","0","0","0","--","--","--","--"," ","0.00","15.10","10","15.30","10","24.70",
="03006P","聯發科元大6A售04","1,312,000","29","54,920","0.04","0.05","0.04","0.05","+","0.01","0.04","125","0.05","1,012","0.00",
="03006X","元展06","1,000","1","26,800","26.80","26.80","26.80","26.80"," ","0.00","27.00","1","27.10","10","47.40",
="03007P","鴻海元大6A售10","552,000","16","21,980","0.04","0.04","0.03","0.04"," ","0.00","0.03","540","0.04","198","0.00",
="03007X","元展07","20,000","2","280,000","14.00","14.00","14.00","14.00"," ","0.00","14.00","10","14.10","10","19.40",
="03008P","為升元富6A售02","237,000","8","123,400","0.51","0.54","0.51","0.54","+","0.03","0.53","25","0.54","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.35","30","0.36","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","22.70","10","23.00","10","29.45",
="03010P","大立光日盛6A售04","45,000","4","45,800","1.00","1.02","1.00","1.02","-","0.12","1.01","25","1.02","15","0.00",
="03010X","元展10","0","0","0","--","--","--","--"," ","0.00","58.50","10","59.00","11","112.50",
="03011P","大立光統一6A售04","513,000","13","354,760","0.71","0.71","0.68","0.69","-","0.07","0.69","91","0.70","204","0.00",
="03012P","大立光統一6B售05","60,000","3","51,200","0.88","0.88","0.84","0.84","-","0.08","0.85","216","0.86","108","0.00",
="03012X","元展12","0","0","0","--","--","--","--"," ","0.00","13.20","10","13.30","10","49.00",
="03013P","可成統一6A售07","660,000","8","93,000","0.13","0.16","0.11","0.16","X","0.00","0.15","328","0.16","142","0.00",
="03013X","元展13","0","0","0","--","--","--","--"," ","0.00","7.30","10","7.40","10","13.75",
="03014P","華邦電統一6A售04","411,000","3","244,570","0.59","0.60","0.59","0.60","+","0.01","0.59","20","0.60","10","0.00",
="03014X","元展14","5,000","4","73,200","14.60","14.70","14.60","14.70","X","0.00","14.70","10","15.10","10","19.90",
="03015P","大立光群益6A售09","27,000","1","14,580","0.54","0.54","0.54","0.54","-","0.11","0.54","25","0.55","10","0.00",
="03015X","元展15","2,436,000","1","31,375,680","--","--","--","--"," ","0.00","12.80","240","13.00","10","18.40",
="03016P","中鋼群益6B售02","785,000","8","585,650","0.74","0.75","0.74","0.75","+","0.01","0.74","25","0.76","10","0.00",
="03016X","元展16","25,000","1","46,500","1.86","1.86","1.86","1.86","+","0.03","1.84","50","1.86","50","8.40",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","0.96","25","0.99","10","0.00",
="03017X","元展17","0","0","0","--","--","--","--"," ","0.00","1.56","50","1.58","50","9.04",
="03018P","國巨群益6B售04","0","0","0","--","--","--","--"," ","0.00","0.92","25","0.93","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.02","50","3.07","50","17.15",
="03019P","華新科群益6A售04","46,000","2","61,180","1.33","1.33","1.33","1.33","X","0.00","1.36","25","1.37","10","0.00",
="03019X","元展19","66,000","3","182,140","2.76","2.76","2.75","2.75","-","0.02","2.75","8","2.76","50","15.70",
="03020P","鑽全群益6A售01","398,000","2","326,360","0.82","0.82","0.82","0.82","+","0.02","0.82","25","0.83","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.79","5","2.83","50","17.15",
="03021P","大立光元大6A售11","0","0","0","--","--","--","--"," ","0.00","0.48","100","0.49","100","0.00",
="03021X","元展21","7,000","3","62,750","9.00","9.00","8.90","8.95","-","0.15","8.90","10","9.00","10","26.35",
="03022P","大立光元大6A售14","916,000","10","1,287,030","1.44","1.44","1.37","1.39","-","0.17","1.39","105","1.40","100","0.00",
="03022X","富展01","0","0","0","--","--","--","--"," ","0.00","30.30","10","30.70","10","112.50",
="03023P","大立光元大6B售03","317,000","15","151,200","0.49","0.49","0.47","0.47","-","0.04","0.46","110","0.47","119","0.00",
="03023X","富展02","13,000","5","196,300","15.10","15.10","15.10","15.10","-","0.70","15.20","10","15.30","10","28.24",
="03024P","中租元大6A售03","0","0","0","--","--","--","--"," ","0.00","0.29","100","0.30","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","50.50","10","51.50","10","217.00",
="03025P","台積電元大6A售06","420,000","8","71,400","0.17","0.17","0.17","0.17"," ","0.00","0.17","101","0.18","100","0.00",
="03025X","元展22","10,000","1","240,000","24.00","24.00","24.00","24.00","X","0.00","23.90","495","24.00","300","79.70",
="03026P","富邦金元大6B售03","156,000","5","135,460","0.86","0.88","0.86","0.88","+","0.03","0.83","100","0.84","100","0.00",
="03026X","元展23","7,000","3","28,700","4.10","4.10","4.10","4.10","-","0.07","4.07","100","4.12","100","16.11",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.45","10","0.46","10","0.00",
="03027X","元展24","4,000","4","32,050","7.95","8.05","7.95","8.05","-","0.15","8.00","100","8.15","100","28.24",
="03028P","國巨永豐6A售03","40,000","2","30,900","0.75","0.78","0.75","0.78"," ","0.00","0.77","30","0.78","30","0.00",
="03028X","元展25","1,000","1","23,100","23.10","23.10","23.10","23.10","X","0.00","22.90","10","23.20","1","72.80",
="03029P","華新科永豐6A售03","229,000","4","241,540","1.04","1.09","1.04","1.09","-","0.01","1.11","30","1.12","30","0.00",
="03029X","元展26","0","0","0","--","--","--","--"," ","0.00","13.70","10","13.80","50","40.50",
="03030P","臺股指玉山6A售01","0","0","0","--","--","--","--"," ","0.00","0.43","10","0.44","10","0.00",
="03031P","臺股指玉山6A售02","32,000","2","13,280","0.41","0.42","0.41","0.42"," ","0.00","0.42","10","0.43","10","0.00",
="03031X","元展28","6,000","2","39,050","6.55","6.55","6.50","6.50","X","0.00","6.45","10","6.50","10","48.00",
="03032P","大立光國泰6A售10","94,000","9","116,360","1.29","1.29","1.21","1.21","-","0.16","1.23","370","1.24","171","0.00",
="03032X","元展29","3,000","1","26,550","8.85","8.85","8.85","8.85","X","0.00","8.75","120","8.85","100","15.25",
="03033P","大立光國泰6A售11","231,000","4","249,940","1.10","1.10","1.08","1.08","-","0.12","1.07","420","1.08","206","0.00",
="03033X","元展30","0","0","0","--","--","--","--"," ","0.00","13.10","10","13.30","10","364.00",
="03034P","大立光國泰6A售12","23,000","2","22,080","0.96","0.96","0.96","0.96","X","0.00","0.97","450","0.98","153","0.00",
="03035P","大立光國泰6A售13","31,000","7","26,330","0.87","0.87","0.83","0.83","-","0.10","0.82","499","0.83","81","0.00",
="03035X","元展32","2,000","2","10,600","5.30","5.30","5.30","5.30","+","0.05","5.15","10","5.25","10","24.05",
="03036P","大立光元富6A售06","58,000","5","50,540","0.89","0.89","0.85","0.86","X","0.00","0.86","25","0.87","25","0.00",
="03037P","大立光元富6A售07","215,000","8","226,510","1.06","1.06","1.01","1.03","-","0.11","1.02","25","1.03","25","0.00",
="03038P","大立光元富6A售08","350,000","2","307,500","0.88","0.88","0.87","0.87","X","0.00","0.86","25","0.87","25","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","14.60","10","14.70","10","96.90",
="03039P","大立光統一6B售08","449,000","5","486,080","1.08","1.09","1.07","1.08","-","0.08","1.07","20","1.08","10","0.00",
="03039X","元展36","5,000","1","30,750","6.15","6.15","6.15","6.15","+","0.05","6.10","10","6.15","10","287.50",
="03040P","華新科凱基6A售02","0","0","0","--","--","--","--"," ","0.00","1.44","30","1.45","30","0.00",
="03040X","元展37","415,000","13","2,207,300","5.15","5.45","5.15","5.35","+","0.37","5.35","10","5.40","10","12.80",
