"106年05月22日 大盤統計資訊"
"其他電子類報酬指數","132.47","+",="0.93",="0.71",
"建材營造類報酬指數","380.68","+",="0.99",="0.26",
"航運類報酬指數","75.84","-",="0.07","-0.09",
"觀光類報酬指數","139.83","+",="0.44",="0.32",
"金融保險類報酬指數","1,500.62","+","1.30",="0.09",
"貿易百貨類報酬指數","282.42","+",="0.66",="0.23",
"油電燃氣類報酬指數","168.85","+","2.28","1.37",
"其他類報酬指數","340.73","+",="0.65",="0.19",
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","67,367,082,931","1,657,423,607","623,252",
"2.台灣存託憑證","17,216,472","3,388,014","509",
"3.受益憑證",="0",="0",="0",
"4.ETF","3,028,926,432","166,187,826","24,066",
"5.受益證券","9,711,840","687,000","171",
"6.變更交易股票","8,820,650","3,997,540","677",
"7.認購(售)權證","1,432,397,230","1,442,879,000","44,028",
"8.轉換公司債",="0",="0",="0",
"9.附認股權特別股",="0",="0",="0",
"10.附認股權公司債",="0",="0",="0",
"11.認股權憑證",="0",="0",="0",
"12.公司債",="0",="0",="0",
"證券合計(1+6)","67,375,903,581","1,661,421,147","623,929",
"總計(1~12)","71,864,155,555","3,274,562,987","692,703",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","2,256(14)","403(12)",
"下跌(跌停)","2,774(20)","361(0)",
"持平","488","126",
"未成交","4,752","4",
"無比價","1,042","1",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
"無比價"含當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>交易資訊>雙幣ETF專區>代號對應及每日公告匯率。",

"106年05月22日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","2,576,137","761","195,790,949","75.95","76.15","75.75","76.05","+",="0.20","76.05","72","76.10","251",="0.00",
="0051","元大中型100","9,182","9","256,886","28.08","28.08","27.89","28.00","-",="0.08","27.92","50","28.00","2",="0.00",
="0052","富邦科技","1,000","1","45,680","45.68","45.68","45.68","45.68","-",="0.05","45.68","9","45.90","1",="0.00",
="0053","元大電子","8,001","6","264,842","33.10","33.11","33.08","33.11"," ",="0.00","33.11","50","33.33","2",="0.00",
="0054","元大台商50","15,000","15","353,440","23.60","23.60","23.55","23.55","-",="0.06","23.57","50","23.78","3",="0.00",
="0055","元大MSCI金融","31,000","12","465,800","15.02","15.04","15.01","15.03","+",="0.01","15.03","9","15.04","3",="0.00",
="0056","元大高股息","583,536","320","14,437,259","24.69","24.78","24.69","24.75","+",="0.06","24.74","9","24.75","8",="0.00",
="0057","富邦摩台","48,000","5","2,170,200","45.20","45.22","45.16","45.22","+",="0.12","45.24","20","45.42","20",="0.00",
="0058","富邦發達","9,000","3","389,010","43.21","43.23","43.19","43.23","+",="0.05","43.17","10","43.47","10",="0.00",
="0059","富邦金融","7,000","5","246,680","35.24","35.24","35.24","35.24","+",="0.04","35.30","1","35.47","1",="0.00",
="0061","元大寶滬深","2,584,000","465","38,788,620","15.00","15.07","14.97","14.98","-",="0.02","14.98","43","14.99","51",="0.00",
="006203","元大MSCI台灣","3,000","3","104,850","34.95","34.96","34.94","34.96","X",="0.00","34.97","50","35.00","1",="0.00",
="006204","永豐臺灣加權","30,000","3","1,487,600","49.58","49.60","49.58","49.60","X",="0.00","49.61","15","49.66","100",="0.00",
="006205","富邦上証","1,878,662","270","49,397,844","26.35","26.38","26.23","26.25","-",="0.06","26.25","3","26.26","11",="0.00",
="006206","元大上證50","585,000","137","14,958,780","25.59","25.66","25.47","25.54","+",="0.04","25.52","8","25.54","68",="0.00",
="006207","FH滬深","1,165,000","183","22,863,420","19.63","19.70","19.58","19.60","-",="0.03","19.60","71","19.61","66",="0.00",
="006208","富邦台50",="0",="0",="0","--","--","--","--"," ",="0.00","44.61","10","44.74","10",="0.00",
="00625K","富邦上証+R","70,000","7","421,400","6.02","6.02","6.02","6.02","-",="0.02","5.96","30","6.03","10",="0.00",
="00631L","元大台灣50正2","1,016,408","567","29,766,443","29.37","29.37","29.15","29.36","+",="0.14","29.36","2","29.37","10",="0.00",
="00632R","元大台灣50反1","16,228,974","1,804","240,139,472","14.80","14.83","14.78","14.78","-",="0.04","14.78","919","14.79","2,402",="0.00",
="00633L","富邦上証正2","17,760,100","3,087","594,536,288","33.38","33.77","33.11","33.43","+",="0.05","33.43","352","33.47","4",="0.00",
="00634R","富邦上証反1","332,000","89","2,922,680","8.85","8.85","8.79","8.82","-",="0.04","8.82","4","8.83","134",="0.00",
="00635U","元大S&P黃金","883,000","255","17,446,810","19.81","19.81","19.73","19.75","+",="0.03","19.75","146","19.76","10",="0.00",
="00636","國泰中國A50","707,300","107","11,366,387","16.16","16.16","16.00","16.06","+",="0.05","16.05","52","16.06","2",="0.00",
="00637L","元大滬深300正2","35,175,000","3,892","445,061,280","12.59","12.74","12.50","12.64","+",="0.09","12.63","57","12.64","844",="0.00",
="00638R","元大滬深300反1","19,000","10","340,480","17.93","17.99","17.89","17.99","-",="0.02","17.96","104","17.99","1",="0.00",
="00639","富邦深100","1,522,315","304","13,896,661","9.16","9.17","9.10","9.12","-",="0.04","9.11","160","9.12","49",="0.00",
="00640L","富邦日本正2","955,000","119","18,177,920","18.96","19.10","18.94","19.06","+",="0.14","19.05","2","19.06","70",="0.00",
="00641R","富邦日本反1","711,000","70","12,121,370","17.09","17.09","17.01","17.03","-",="0.06","17.04","50","17.05","25",="0.00",
="00642U","元大S&P石油","8,402,020","1,738","149,547,682","17.77","17.85","17.76","17.79","+",="0.26","17.79","77","17.80","50",="0.00",
="00643","群益深証中小","837,000","165","10,974,830","13.11","13.17","13.08","13.08","-",="0.03","13.08","19","13.10","11",="0.00",
="00643K","群益深証中小+R",="0",="0",="0","--","--","--","--"," ",="0.00","2.92","50","3.00","50",="0.00",
="00645","富邦日本","7,000","3","139,030","19.89","19.89","19.85","19.89","+",="0.19","19.87","1","19.89","1",="0.00",
="00646","元大S&P500","75,000","13","1,603,010","21.38","21.41","21.36","21.36","+",="0.08","21.36","3","21.40","50",="0.00",
="00647L","元大S&P500正2",="0",="0",="0","--","--","--","--"," ",="0.00","25.08","50","25.18","2",="0.00",
="00648R","元大S&P500反1","1,262,067","158","20,197,202","16.00","16.02","15.98","16.01","-",="0.11","16.00","20","16.01","217",="0.00",
="00649","FH香港","134,000","10","2,419,370","17.90","18.08","17.90","18.00"," ",="0.00","17.99","52","18.07","30",="0.00",
="00650L","FH香港正2","804,000","51","20,192,030","24.84","25.16","24.79","25.14","+",="0.32","25.10","49","25.14","31",="0.00",
="00651R","FH香港反1","336,000","31","3,500,520","10.50","10.50","10.39","10.43","-",="0.07","10.40","15","10.43","33",="0.00",
="00652","富邦印度","375,212","226","8,054,343","21.56","21.56","21.44","21.44","-",="0.27","21.43","73","21.44","84",="0.00",
="00653L","富邦印度正2","692,000","152","17,538,900","25.38","25.45","25.26","25.26","-",="0.23","25.26","61","25.29","1",="0.00",
="00654R","富邦印度反1","82,000","25","1,358,450","16.55","16.60","16.54","16.58","+",="0.03","16.58","134","16.59","30",="0.00",
="00655L","國泰中國A50正2","1,524,000","235","37,481,740","24.32","24.75","24.26","24.55","+",="0.23","24.54","4","24.55","10",="0.00",
="00656R","國泰中國A50反1","19,000","4","314,970","16.68","16.68","16.55","16.55","-",="0.13","16.59","50","16.61","51",="0.00",
="00657","國泰日經225","122,000","7","2,893,530","23.71","23.74","23.71","23.72","+",="0.02","23.70","150","23.72","70",="0.00",
="00658L","國泰日本正2","127,000","9","3,584,510","28.18","28.31","28.18","28.26","+",="0.16","28.24","3","28.25","50",="0.00",
="00659R","國泰日本反1","142,000","24","2,181,910","15.35","15.38","15.32","15.38","-",="0.02","15.35","149","15.38","91",="0.00",
="00660","元大歐洲50","54,000","4","1,351,620","25.03","25.03","25.03","25.03","+",="0.09","25.01","61","25.14","50",="0.00",
="00661","元大日經225",="0",="0",="0","--","--","--","--"," ",="0.00","24.38","1","24.58","50",="0.00",
="00662","富邦NASDAQ","560,331","85","13,135,093","23.53","23.53","23.32","23.32","-",="0.21","23.32","101","23.35","219",="0.00",
="00663L","國泰臺灣加權正2","287,000","30","7,724,290","26.89","26.96","26.79","26.96","+",="0.17","26.96","72","26.98","150",="0.00",
="00664R","國泰臺灣加權反1","1,323,000","120","22,156,960","16.76","16.77","16.73","16.74","-",="0.05","16.73","128","16.74","205",="0.00",
="00665L","富邦H股正2","1,046,000","166","25,734,000","24.45","24.83","24.22","24.66","+",="0.32","24.64","100","24.66","36",="0.00",
="00666R","富邦H股反1","362,000","26","5,922,870","16.46","16.47","16.28","16.35","-",="0.19","16.33","120","16.35","29",="0.00",
="00667","元大韓國","1,000","1","21,010","21.01","21.01","21.01","21.01"," ",="0.00","20.83","1","21.01","8",="0.00",
="00668","國泰美國道瓊","9,000","5","196,110","21.87","21.87","21.75","21.77","+",="0.11","21.75","1","21.77","45",="0.00",
="00669R","國泰美國道瓊反1","500,000","94","8,489,620","16.99","16.99","16.96","16.97","-",="0.14","16.96","112","16.97","8",="0.00",
="00670L","富邦NASDAQ正2","1,478,000","501","33,294,780","22.48","22.57","22.48","22.57","+",="0.26","22.54","2","22.57","179",="0.00",
="00671R","富邦NASDAQ反1","1,977,000","81","36,654,460","18.56","18.56","18.53","18.54","-",="0.11","18.54","94","18.56","139",="0.00",
="00672L","元大S&P原油正2","28,548,676","4,497","458,187,748","16.00","16.16","15.99","16.03","+",="0.52","16.02","1,397","16.03","60",="0.00",
="00673R","元大S&P原油反1","1,797,795","278","36,259,320","20.23","20.23","20.11","20.19","-",="0.39","20.17","11","20.19","33",="0.00",
="00674R","元大S&P黃金反1","24,000","5","479,860","19.94","20.00","19.94","20.00","-",="0.06","19.97","10","19.99","50",="0.00",
="00675L","富邦臺灣加權正2","1,693,000","76","19,769,500","11.65","11.69","11.63","11.69","+",="0.06","11.69","977","11.70","7",="0.00",
="00676R","富邦臺灣加權反1","4,692,000","204","42,624,040","9.08","9.10","9.07","9.07","-",="0.03","9.06","692","9.07","63",="0.00",
="00677U","富邦VIX","12,199,000","1,533","137,762,740","11.35","11.35","11.23","11.26","-",="0.92","11.26","62","11.27","400",="0.00",
="00678","群益NBI生技","21,000","16","408,160","19.51","19.53","19.41","19.52","+",="0.03","19.45","3","19.52","3",="0.00",
="00680L","元大美債20正2","42,000","9","845,720","20.15","20.15","20.11","20.15","-",="0.07","20.15","6","20.16","100",="0.00",
="00681R","元大美債20反1","1,000","1","19,280","19.28","19.28","19.28","19.28","-",="0.01","19.23","50","19.28","79",="0.00",
="00682U","元大美元指數","37,010","11","705,780","19.10","19.10","19.06","19.06","-",="0.10","19.07","1","19.08","131",="0.00",
="00683L","元大美元指數正2","855,000","118","15,682,610","18.34","18.37","18.32","18.35","-",="0.17","18.34","16","18.35","68",="0.00",
="00684R","元大美元指數反1","1,000","1","20,590","20.59","20.59","20.59","20.59","+",="0.09","20.59","101","20.62","30",="0.00",
="00685L","群益臺灣加權正2","812,000","26","8,289,820","10.19","10.24","10.19","10.24","+",="0.08","10.22","400","10.24","91",="0.00",
="00686R","群益臺灣加權反1","1,793,000","32","17,698,800","9.88","9.90","9.87","9.87","-",="0.04","9.86","220","9.87","159",="0.00",
="00688L","國泰20年美債正2","273,000","13","5,559,800","20.30","20.38","20.30","20.34","+",="0.02","20.34","134","20.37","350",="0.00",
="00689R","國泰20年美債反1","302,000","3","5,885,980","19.49","19.49","19.49","19.49","-",="0.04","19.48","150","19.52","100",="0.00",
="00690","兆豐藍籌30","1,397,000","145","27,993,750","20.07","20.08","20.01","20.08"," ",="0.00","20.07","83","20.09","1",="0.00",
="00691R","兆豐藍籌30反1","402,000","12","7,907,380","19.69","19.69","19.66","19.66","-",="0.03","19.65","1","19.66","101",="0.00",
="00692","富邦公司治理","2,923,100","543","58,167,800","19.95","19.95","19.87","19.88","-",="0.01","19.88","499","19.89","1",="0.00",
="00693U","華頓S&P黃豆","922,000","62","18,267,690","19.79","19.85","19.77","19.82","+",="0.16","19.81","193","19.82","98",="0.00",
="008201","BP上證50","1,000","8","80,470","80.90","80.90","80.30","80.40","-",="0.60","80.30","7","80.50","6",="0.00",
="01001T","土銀富邦R1","67,000","15","934,930","13.98","13.98","13.95","13.95","-",="0.03","13.94","8","13.95","7",="0.00",
="01002T","土銀國泰R1","418,000","89","5,942,570","14.28","14.28","14.20","14.20","-",="0.09","14.20","25","14.21","16",="0.00",
="01003T","兆豐新光R1","188,000","59","2,645,070","14.06","14.08","14.06","14.08"," ",="0.00","14.07","33","14.08","35",="0.00",
="01004T","土銀富邦R2","7,000","4","90,220","12.90","12.90","12.86","12.86","-",="0.04","12.85","2","12.86","18",="0.00",
="01007T","兆豐國泰R2","7,000","4","99,050","14.15","14.15","14.15","14.15","X",="0.00","14.15","9","14.27","15",="0.00",
="03001P","臺股指永豐6A售02","130,000","4","83,800",="0.66",="0.66",="0.64",="0.64","-",="0.02",="0.64","32",="0.65","30",="0.00",
="03001X","元展01",="0",="0",="0","--","--","--","--"," ",="0.00","67.50","10","68.50","10","106.00",
="03002P","廣宇永豐6A售02",="0",="0",="0","--","--","--","--"," ",="0.00",="0.94","30",="0.95","30",="0.00",
="03003P","聯鈞永豐6A售02",="0",="0",="0","--","--","--","--"," ",="0.00",="0.71","30",="0.72","30",="0.00",
="03003X","元展03",="0",="0",="0","--","--","--","--"," ",="0.00","83.00","11","84.00","10","205.00",
="03004P","大同元大71售02",="0",="0",="0","--","--","--","--"," ",="0.00",="0.67","100",="0.68","100",="0.00",
="03004X","元展04",="0",="0",="0","--","--","--","--"," ",="0.00","13.30","10","13.50","10","24.35",
="03005P","義隆元大6A售01","54,000","2","35,100",="0.65",="0.65",="0.65",="0.65","+",="0.01",="0.63","100",="0.64","100",="0.00",
="03005X","元展05","1,000","1","15,100","15.10","15.10","15.10","15.10","+",="0.10","15.10","10","15.20","12","24.60",
="03006P","聯發科元大6A售04","519,000","5","330,350",="0.63",="0.66",="0.63",="0.65","+",="0.07",="0.65","100",="0.66","110",="0.00",
="03006X","元展06",="0",="0",="0","--","--","--","--"," ",="0.00","27.10","10","27.30","10","47.45",
="03007P","鴻海元大6A售10","189,000","5","50,580",="0.29",="0.29",="0.25",="0.26","-",="0.03",="0.25","119",="0.26","100",="0.00",
="03007X","元展07","4,000","2","56,000","14.00","14.00","14.00","14.00","+",="0.20","13.90","10","14.00","10","19.40",
="03008P","為升元富6A售02","102,000","1","89,760",="0.88",="0.88",="0.88",="0.88","X",="0.00",="0.88","25",="0.89","25",="0.00",
="03009P","樺漢凱基6A售05","10,000","1","4,800",="0.48",="0.48",="0.48",="0.48","X",="0.00",="0.48","30",="0.49","30",="0.00",
="03009X","元展09",="0",="0",="0","--","--","--","--"," ",="0.00","23.40","10","23.70","10","29.95",
="03010P","大立光日盛6A售04","6,000","2","8,760","1.46","1.46","1.46","1.46","-",="0.06","1.43","25","1.44","25",="0.00",
="03010X","元展10",="0",="0",="0","--","--","--","--"," ",="0.00","51.00","10","51.50","10","102.50",
="03011P","大立光統一6A售04","109,000","5","95,890",="0.86",="0.88",="0.86",="0.87","-",="0.04",="0.86","202",="0.87","200",="0.00",
="03012P","大立光統一6B售05","159,000","9","175,880","1.10","1.12","1.09","1.09","-",="0.05","1.09","108","1.10","108",="0.00",
="03012X","元展12","2,000","1","26,600","13.30","13.30","13.30","13.30","-",="0.10","13.20","10","13.30","10","48.80",
="03013P","可成統一6A售07","107,000","7","52,580",="0.48",="0.50",="0.48",="0.48","+",="0.01",="0.48","208",="0.49","208",="0.00",
="03013X","元展13",="0",="0",="0","--","--","--","--"," ",="0.00","6.55","10","6.65","10","13.10",
="03014P","華邦電統一6A售04","243,000","6","196,610",="0.81",="0.82",="0.79",="0.82","+",="0.01",="0.81","20",="0.82","10",="0.00",
="03014X","元展14",="0",="0",="0","--","--","--","--"," ",="0.00","13.90","14","14.30","10","19.25",
="03015P","大立光群益6A售09","2,000","1","2,040","1.02","1.02","1.02","1.02","-",="0.03",="0.99","25","1.00","10",="0.00",
="03015X","元展15",="0",="0",="0","--","--","--","--"," ",="0.00","13.10","10","13.20","3","18.65",
="03016P","中鋼群益6B售02","680,000","6","592,000",="0.86",="0.90",="0.86",="0.89","+",="0.03",="0.91","25",="0.92","10",="0.00",
="03016X","元展16",="0",="0",="0","--","--","--","--"," ",="0.00","1.78","50","1.80","50","8.27",
="03017P","致茂群益6B售02",="0",="0",="0","--","--","--","--"," ",="0.00","1.32","25","1.42","10",="0.00",
="03017X","元展17",="0",="0",="0","--","--","--","--"," ",="0.00","1.68","100","1.70","50","9.25",
="03018P","國巨群益6B售04",="0",="0",="0","--","--","--","--"," ",="0.00","1.54","25","1.55","10",="0.00",
="03018X","元展18",="0",="0",="0","--","--","--","--"," ",="0.00","3.03","50","3.08","50","17.15",
="03019P","華新科群益6A售04","98,000","2","179,650","1.88","1.88","1.79","1.79","-",="0.12","1.84","25","1.85","10",="0.00",
="03019X","元展19",="0",="0",="0","--","--","--","--"," ",="0.00","2.72","50","2.74","50","15.65",
="03020P","鑽全群益6A售01","57,000","1","66,690","1.17","1.17","1.17","1.17","+",="0.02","1.12","25","1.13","10",="0.00",
="03020X","元展20",="0",="0",="0","--","--","--","--"," ",="0.00","2.88","50","2.91","50","17.45",
="03021P","大立光元大6A售11","10,000","1","8,900",="0.89",="0.89",="0.89",="0.89","-",="0.03",="0.84","100",="0.87","100",="0.00",
="03021X","元展21","6,000","2","61,600","10.60","10.60","10.20","10.20","-",="0.40","10.00","10","10.10","10","27.30",
="03022P","大立光元大6A售14","150,000","2","271,000","1.82","1.82","1.80","1.80","-",="0.09","1.77","100","1.82","100",="0.00",
="03022X","富展01",="0",="0",="0","--","--","--","--"," ",="0.00","26.40","10","26.70","10","102.50",
="03023P","大立光元大6B售03","435,000","2","264,650",="0.59",="0.61",="0.59",="0.61","-",="0.02",="0.59","30",="0.60","100",="0.00",
="03023X","富展02",="0",="0",="0","--","--","--","--"," ",="0.00","13.20","499","13.30","10","26.25",
="03024P","中租元大6A售03","13,000","2","7,310",="0.56",="0.57",="0.56",="0.57","-",="0.06",="0.56","100",="0.57","100",="0.00",
="03024X","富展03",="0",="0",="0","--","--","--","--"," ",="0.00","46.00","499","46.40","10","205.00",
="03025P","台積電元大6A售06","350,000","4","214,200",="0.61",="0.62",="0.58",="0.58","-",="0.02",="0.57","100",="0.58","60",="0.00",
="03025X","元展22","3,000","1","66,900","22.30","22.30","22.30","22.30","X",="0.00","22.30","495","22.40","495","76.05",
="03026P","富邦金元大6B售03","9,000","2","9,350","1.04","1.04","1.03","1.03","-",="0.01","1.00","100","1.01","100",="0.00",
="03026X","元展23",="0",="0",="0","--","--","--","--"," ",="0.00","3.52","100","3.56","100","14.98",
="03027P","微星兆豐6B售01",="0",="0",="0","--","--","--","--"," ",="0.00",="0.16","16","--",="0",="0.00",
="03027X","元展24",="0",="0",="0","--","--","--","--"," ",="0.00","7.00","100","7.15","100","26.25",
="03028P","國巨永豐6A售03","58,000","1","72,500","1.25","1.25","1.25","1.25","+",="0.03","1.21","30","1.22","30",="0.00",
="03028X","元展25","1,000","1","22,100","22.10","22.10","22.10","22.10","X",="0.00","22.10","10","22.20","10","71.40",
="03029P","華新科永豐6A售03","30,000","2","45,600","1.52","1.52","1.52","1.52","-",="0.04","1.51","30","1.52","10",="0.00",
="03029X","元展26",="0",="0",="0","--","--","--","--"," ",="0.00","13.70","10","13.80","52","40.35",
="03030P","臺股指玉山6A售01",="0",="0",="0","--","--","--","--"," ",="0.00","1.09","10","1.10","10",="0.00",
="03031P","臺股指玉山6A售02","6,000","1","6,060","1.01","1.01","1.01","1.01","X",="0.00","1.01","10","1.02","10",="0.00",
="03031X","元展28",="0",="0",="0","--","--","--","--"," ",="0.00","6.20","10","6.25","10","46.90",
="03032P","大立光國泰6A售10","45,000","6","71,420","1.60","1.60","1.57","1.57","-",="0.07","1.55","310","1.56","300",="0.00",
="03032X","元展29","38,000","6","252,700","6.75","6.75","6.60","6.60","-",="0.30","6.50","120","6.60","100","13.15",
="03033P","大立光國泰6A售11","14,000","1","19,740","1.41","1.41","1.41","1.41","-",="0.04","1.37","350","1.38","210",="0.00",
="03033X","元展30",="0",="0",="0","--","--","--","--"," ",="0.00","10.60","10","10.70","10","317.50",
="03034P","大立光國泰6A售12","70,000","2","94,500","1.35","1.35","1.35","1.35","X",="0.00","1.31","360","1.32","250",="0.00",
="03035P","大立光國泰6A售13",="0",="0",="0","--","--","--","--"," ",="0.00","1.13","420","1.14","290",="0.00",
="03035X","元展32",="0",="0",="0","--","--","--","--"," ",="0.00","5.10","10","5.15","10","23.85",
="03036P","大立光元富6A售06","13,000","2","13,550","1.04","1.05","1.04","1.05","-",="0.03","1.03","25","1.04","25",="0.00",
="03037P","大立光元富6A售07","5,000","1","6,150","1.23","1.23","1.23","1.23","-",="0.03","1.20","75","1.21","25",="0.00",
="03038P","大立光元富6A售08","20,000","1","23,000","1.15","1.15","1.15","1.15","-",="0.05","1.13","25","1.14","25",="0.00",
="03038X","元展35",="0",="0",="0","--","--","--","--"," ",="0.00","13.60","10","13.80","10","92.80",
