"106年06月02日 大盤統計資訊"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)",
="0057","富邦摩台","5,000","4","229,580","45.94","45.95","45.85","45.85","+","0.21","45.90","20","46.09","21","0.00",
="0058","富邦發達","6,000","2","263,540","43.69","43.97","43.69","43.97","+","0.28","43.83","10","44.11","1","0.00",
="0059","富邦金融","21,025","20","732,414","35.18","35.18","34.62","34.63","-","0.56","34.63","1","34.87","1","0.00",
="0061","元大寶滬深","3,410,204","754","52,891,044","15.58","15.59","15.46","15.50","-","0.06","15.49","127","15.50","115","0.00",
="006203","元大MSCI台灣","25,000","4","887,550","35.51","35.51","35.49","35.51","+","0.25","35.49","50","35.51","2","0.00",
="006204","永豐臺灣加權","0","0","0","--","--","--","--"," ","0.00","50.30","15","50.50","101","0.00",
="006205","富邦上証","5,143,506","938","141,072,261","27.48","27.54","27.33","27.43"," ","0.00","27.43","16","27.44","15","0.00",
="006206","元大上證50","1,212,120","300","32,752,446","27.01","27.15","26.96","26.98","-","0.02","26.98","17","27.00","18","0.00",
="006207","FH滬深","1,264,000","233","25,731,720","20.38","20.44","20.26","20.28","-","0.10","20.26","47","20.28","6","0.00",
="006208","富邦台50","4,202","10","190,020","45.31","45.31","45.31","45.31","+","0.21","45.29","10","45.43","10","0.00",
="00625K","富邦上証+R","50,000","2","310,000","6.20","6.20","6.20","6.20","X","0.00","6.19","25","6.29","10","0.00",
="00631L","元大台灣50正2","1,199,000","285","36,314,730","30.33","30.34","30.22","30.28","+","0.29","30.28","190","30.29","2","0.00",
="00632R","元大台灣50反1","34,806,002","4,314","506,455,422","14.55","14.58","14.54","14.55","-","0.08","14.54","2,499","14.55","2,708","0.00",
="00633L","富邦上証正2","38,091,707","6,293","1,414,866,695","37.28","37.45","36.80","36.90"," ","0.00","36.90","1,074","36.91","1","0.00",
="00634R","富邦上証反1","723,000","128","6,060,320","8.39","8.42","8.36","8.40","-","0.02","8.39","8","8.40","2","0.00",
="00635U","元大S&P黃金","1,090,000","130","21,653,500","19.88","19.89","19.83","19.84","-","0.09","19.84","1","19.86","54","0.00",
="00636","國泰中國A50","2,469,000","621","42,094,850","17.08","17.12","16.94","17.00","-","0.03","16.99","5","17.00","7","0.00",
="00637L","元大滬深300正2","85,032,624","8,699","1,193,251,834","14.07","14.13","13.89","13.94","+","0.02","13.93","1,678","13.94","32","0.00",
="00638R","元大滬深300反1","40,000","11","689,970","17.27","17.32","17.23","17.30","+","0.03","17.30","15","17.32","1","0.00",
="00639","富邦深100","10,746,157","1,563","101,244,145","9.51","9.51","9.36","9.40","-","0.11","9.40","197","9.42","10","0.00",
="00640L","富邦日本正2","1,837,000","312","36,741,140","19.87","20.19","19.87","20.19","+","0.71","20.16","12","20.19","95","0.00",
="00641R","富邦日本反1","1,347,000","310","22,337,780","16.65","16.65","16.53","16.53","-","0.29","16.52","162","16.53","47","0.00",
="00642U","元大S&P石油","9,121,500","2,089","154,027,890","16.86","16.93","16.84","16.88","-","0.21","16.87","256","16.88","384","0.00",
="00643","群益深証中小","2,770,000","641","36,395,690","13.22","13.23","13.08","13.13","-","0.11","13.12","11","13.13","9","0.00",
="00643K","群益深証中小+R","60,000","2","176,800","2.93","2.95","2.93","2.95","X","0.00","2.89","50","2.98","50","0.00",
="00645","富邦日本","940,454","92","19,270,128","20.29","20.60","20.28","20.58","+","0.48","20.57","20","20.58","7","0.00",
="00646","元大S&P500","194,000","54","4,212,870","21.73","21.75","21.69","21.69","+","0.11","21.69","40","21.71","1","0.00",
="00647L","元大S&P500正2","100,000","14","2,623,030","26.16","26.25","26.16","26.25","+","0.43","26.22","1","26.25","130","0.00",
="00648R","元大S&P500反1","3,053,000","358","47,562,230","15.60","15.60","15.57","15.57","-","0.15","15.57","152","15.58","10","0.00",
="00649","FH香港","125,000","14","2,293,830","18.36","18.37","18.35","18.35","+","0.09","18.35","53","18.36","1","0.00",
="00650L","FH香港正2","813,000","71","21,286,530","25.96","26.25","25.94","26.25","+","0.41","26.24","2","26.25","31","0.00",
="00651R","FH香港反1","308,000","73","3,131,400","10.25","10.25","10.15","10.17","-","0.09","10.16","2","10.19","82","0.00",
="00652","富邦印度","77,835","40","1,719,746","22.10","22.12","22.07","22.07","+","0.03","22.07","97","22.09","23","0.00",
="00653L","富邦印度正2","691,000","198","18,219,610","26.30","26.41","26.30","26.34","+","0.06","26.33","1","26.34","17","0.00",
="00654R","富邦印度反1","167,000","36","2,711,890","16.24","16.26","16.22","16.26","-","0.01","16.24","50","16.27","80","0.00",
="00655L","國泰中國A50正2","1,559,000","441","42,345,160","27.36","27.42","26.93","27.02"," ","0.00","27.01","9","27.02","15","0.00",
="00656R","國泰中國A50反1","19,000","7","297,750","15.69","15.76","15.65","15.76","-","0.02","15.75","50","15.77","54","0.00",
="00657","國泰日經225","271,000","14","6,605,130","24.28","24.39","24.28","24.37","+","0.43","24.37","88","24.43","102","0.00",
="00658L","國泰日本正2","377,000","30","11,176,590","29.42","29.90","29.41","29.78","+","1.00","29.78","99","29.83","50","0.00",
="00659R","國泰日本反1","1,147,000","115","17,129,190","15.01","15.03","14.90","14.92","-","0.26","14.90","150","14.93","97","0.00",
="00660","元大歐洲50","6,000","6","150,780","25.06","25.16","25.06","25.15","+","0.20","25.10","1","25.16","10","0.00",
="00661","元大日經225","336,000","11","8,486,290","25.18","25.30","25.18","25.28","+","0.64","25.23","50","25.29","101","0.00",
="00662","富邦NASDAQ","137,173","20","3,318,013","24.27","24.27","24.18","24.24","+","0.20","24.23","20","24.24","20","0.00",
="00663L","國泰臺灣加權正2","359,000","53","9,970,390","27.77","27.80","27.70","27.77","+","0.30","27.77","89","27.79","200","0.00",
="00664R","國泰臺灣加權反1","3,801,000","347","62,758,540","16.53","16.53","16.49","16.50","-","0.10","16.49","105","16.50","529","0.00",
="00665L","富邦H股正2","2,189,000","272","57,114,740","25.93","26.27","25.89","25.97","+","0.24","25.97","100","26.01","30","0.00",
="00666R","富邦H股反1","454,000","31","7,194,340","15.87","15.90","15.81","15.90","-","0.14","15.88","50","15.90","30","0.00",
="00667","元大韓國","7,000","6","148,010","21.15","21.20","21.10","21.15","+","0.15","21.15","1","21.28","1","0.00",
="00668","國泰美國道瓊","25,000","9","552,910","22.10","22.17","22.10","22.12","+","0.25","22.12","50","22.15","26","0.00",
="00669R","國泰美國道瓊反1","838,000","175","13,947,600","16.67","16.67","16.62","16.62","-","0.15","16.62","139","16.66","50","0.00",
="00670L","富邦NASDAQ正2","765,000","225","18,330,870","23.89","24.03","23.88","24.03","+","0.36","24.02","10","24.04","80","0.00",
="00671R","富邦NASDAQ反1","1,120,000","76","20,130,980","18.00","18.01","17.95","17.95","-","0.16","17.95","237","17.96","5","0.00",
="00672L","元大S&P原油正2","31,794,500","4,723","453,009,880","14.19","14.33","14.18","14.25","-","0.43","14.24","338","14.25","1,745","0.00",
="00673R","元大S&P原油反1","1,841,000","394","39,342,310","21.41","21.41","21.31","21.41","+","0.34","21.40","13","21.41","30","0.00",
="00674R","元大S&P黃金反1","26,000","13","517,330","19.86","19.91","19.86","19.91","+","0.11","19.90","1","19.91","36","0.00",
="00675L","富邦臺灣加權正2","1,811,000","115","21,792,180","12.03","12.06","11.99","12.04","+","0.13","12.04","555","12.05","15","0.00",
="00676R","富邦臺灣加權反1","7,514,000","479","67,243,780","8.95","8.96","8.94","8.94","-","0.06","8.94","1","8.95","654","0.00",
="00677U","富邦VIX","9,124,001","1,397","93,248,900","10.24","10.24","10.20","10.22","-","0.24","10.21","282","10.22","433","0.00",
="00678","群益NBI生技","247,000","76","4,818,460","19.20","19.63","19.20","19.61","+","0.41","19.61","1","19.62","5","0.00",
="00680L","元大美債20正2","141,000","12","2,876,600","20.39","20.44","20.36","20.36","-","0.06","20.34","50","20.36","15","0.00",
="00681R","元大美債20反1","15,000","6","286,580","19.11","19.13","19.10","19.10","-","0.03","19.10","4","19.15","50","0.00",
="00682U","元大美元指數","5,000","3","95,200","19.03","19.06","19.03","19.05","+","0.02","19.04","4","19.07","200","0.00",
="00683L","元大美元指數正2","302,000","158","5,550,690","18.32","18.42","18.32","18.39","+","0.10","18.38","1","18.39","30","0.00",
="00684R","元大美元指數反1","245,000","6","5,048,440","20.60","20.61","20.60","20.61","-","0.06","20.60","100","20.62","100","0.00",
="00685L","群益臺灣加權正2","1,442,000","24","15,189,730","10.56","10.56","10.51","10.53","+","0.10","10.53","535","10.55","420","0.00",
="00686R","群益臺灣加權反1","2,427,000","67","23,587,300","9.71","9.73","9.71","9.71","-","0.06","9.71","277","9.72","500","0.00",
="00688L","國泰20年美債正2","245,000","13","5,061,520","20.61","20.68","20.61","20.66"," ","0.00","20.64","96","20.67","109","0.00",
="00689R","國泰20年美債反1","254,000","20","4,914,920","19.35","19.36","19.34","19.34","-","0.05","19.34","7","19.36","90","0.00",
="00690","兆豐藍籌30","1,038,200","131","20,997,330","20.19","20.27","20.19","20.24","+","0.10","20.24","10","20.25","7","0.00",
="00691R","兆豐藍籌30反1","47,000","13","911,350","19.40","19.40","19.39","19.39","-","0.10","19.39","1","19.41","80","0.00",
="00692","富邦公司治理","4,740,777","936","95,116,308","20.04","20.08","20.04","20.08","+","0.06","20.07","136","20.08","48","0.00",
="00693U","華頓S&P黃豆","1,057,000","110","20,004,330","18.95","19.00","18.90","18.98","-","0.07","18.98","5","18.99","31","0.00",
="008201","BP上證50","2,700","6","223,355","82.55","84.85","82.55","84.00","-","0.80","84.10","5","84.50","1","0.00",
="01001T","土銀富邦R1","10,000","4","140,000","14.00","14.00","14.00","14.00"," ","0.00","13.95","5","14.00","4","0.00",
="01002T","土銀國泰R1","128,000","49","1,839,770","14.40","14.41","14.35","14.36","-","0.04","14.35","13","14.36","15","0.00",
="01003T","兆豐新光R1","33,000","13","464,750","14.09","14.09","14.08","14.08","-","0.04","14.08","28","14.10","3","0.00",
="01004T","土銀富邦R2","14,000","7","181,120","12.93","12.94","12.93","12.94","+","0.04","12.93","6","12.94","1","0.00",
="01007T","兆豐國泰R2","0","0","0","--","--","--","--"," ","0.00","14.25","3","14.29","2","0.00",
="03001P","臺股指永豐6A售02","301,000","9","156,420","0.51","0.52","0.51","0.52","-","0.04","0.51","30","0.52","30","0.00",
="03001X","元展01","0","0","0","--","--","--","--"," ","0.00","69.50","10","70.50","10","108.00",
="03002P","廣宇永豐6A售02","35,000","3","31,860","0.91","0.92","0.91","0.91","-","0.03","0.91","30","0.92","30","0.00",
="03003P","聯鈞永豐6A售02","0","0","0","--","--","--","--"," ","0.00","0.64","30","0.65","30","0.00",
="03003X","元展03","0","0","0","--","--","--","--"," ","0.00","85.00","10","86.00","10","209.00",
="03004P","大同元大71售02","0","0","0","--","--","--","--"," ","0.00","0.66","100","0.67","100","0.00",
="03004X","元展04","0","0","0","--","--","--","--"," ","0.00","13.40","10","13.60","10","24.50",
="03005P","義隆元大6A售01","95,000","3","51,450","0.54","0.55","0.54","0.55","-","0.05","0.54","100","0.55","85","0.00",
="03005X","元展05","0","0","0","--","--","--","--"," ","0.00","14.70","10","14.80","1","24.40",
="03006P","聯發科元大6A售04","252,000","10","44,550","0.20","0.20","0.16","0.17","-","0.08","0.17","100","0.18","100","0.00",
="03006X","元展06","2,000","1","51,200","25.60","25.60","25.60","25.60","+","0.10","25.50","10","25.80","10","46.15",
="03007P","鴻海元大6A售10","510,000","6","82,700","0.16","0.17","0.16","0.16","-","0.02","0.16","100","0.18","100","0.00",
="03007X","元展07","21,000","3","290,800","13.90","13.90","13.80","13.80","+","0.10","13.80","10","13.90","30","19.30",
="03008P","為升元富6A售02","0","0","0","--","--","--","--"," ","0.00","0.83","25","0.84","25","0.00",
="03009P","樺漢凱基6A售05","0","0","0","--","--","--","--"," ","0.00","0.43","30","0.44","30","0.00",
="03009X","元展09","0","0","0","--","--","--","--"," ","0.00","23.00","10","23.30","10","29.70",
="03010P","大立光日盛6A售04","0","0","0","--","--","--","--"," ","0.00","1.40","25","1.41","25","0.00",
="03010X","元展10","27,000","7","1,442,000","53.50","53.50","53.00","53.00","+","0.50","53.00","10","53.50","10","105.50",
="03011P","大立光統一6A售04","629,000","20","557,240","0.87","0.89","0.85","0.85","-","0.08","0.85","400","0.86","200","0.00",
="03012P","大立光統一6B售05","181,000","9","201,410","1.13","1.13","1.07","1.08","-","0.11","1.07","113","1.08","105","0.00",
="03012X","元展12","0","0","0","--","--","--","--"," ","0.00","12.40","10","12.60","10","47.55",
="03013P","可成統一6A售07","170,000","3","70,700","0.42","0.42","0.41","0.41","-","0.04","0.42","208","0.43","208","0.00",
="03013X","元展13","0","0","0","--","--","--","--"," ","0.00","7.00","10","7.10","10","13.50",
="03014P","華邦電統一6A售04","933,000","18","506,520","0.54","0.56","0.53","0.53","-","0.06","0.53","10","0.54","10","0.00",
="03014X","元展14","0","0","0","--","--","--","--"," ","0.00","14.00","10","14.30","10","19.25",
="03015P","大立光群益6A售09","0","0","0","--","--","--","--"," ","0.00","0.92","25","0.93","10","0.00",
="03015X","元展15","0","0","0","--","--","--","--"," ","0.00","13.00","10","13.20","13","18.65",
="03016P","中鋼群益6B售02","250,000","3","215,000","0.85","0.87","0.85","0.87","+","0.03","0.86","25","0.87","10","0.00",
="03016X","元展16","2,000","1","3,540","1.77","1.77","1.77","1.77"," ","0.00","1.76","50","1.78","50","8.24",
="03017P","致茂群益6B售02","0","0","0","--","--","--","--"," ","0.00","1.18","25","1.28","10","0.00",
="03017X","元展17","50,000","1","84,000","1.68","1.68","1.68","1.68","X","0.00","1.66","50","1.68","50","9.22",
="03018P","國巨群益6B售04","210,000","2","285,460","1.37","1.37","1.35","1.35","-","0.08","1.30","25","1.31","10","0.00",
="03018X","元展18","0","0","0","--","--","--","--"," ","0.00","3.01","50","3.06","50","17.15",
="03019P","華新科群益6A售04","10,000","1","16,400","1.64","1.64","1.64","1.64","X","0.00","1.60","25","1.61","10","0.00",
="03019X","元展19","0","0","0","--","--","--","--"," ","0.00","2.71","50","2.74","50","15.65",
="03020P","鑽全群益6A售01","0","0","0","--","--","--","--"," ","0.00","0.97","25","0.98","10","0.00",
="03020X","元展20","0","0","0","--","--","--","--"," ","0.00","2.86","50","2.89","50","17.40",
="03021P","大立光元大6A售11","524,000","15","442,100","0.88","0.88","0.81","0.81","-","0.15","0.79","100","0.81","100","0.00",
="03021X","元展21","3,000","1","31,500","10.50","10.50","10.50","10.50","+","0.30","10.40","10","10.60","10","27.75",
="03022P","大立光元大6A售14","218,000","8","409,350","1.89","1.89","1.79","1.79","-","0.14","1.78","1","1.79","100","0.00",
="03022X","富展01","1,000","1","27,300","27.30","27.30","27.30","27.30","X","0.00","27.30","10","27.60","10","105.50",
="03023P","大立光元大6B售03","572,000","17","345,700","0.62","0.62","0.59","0.59","-","0.06","0.58","100","0.59","100","0.00",
="03023X","富展02","0","0","0","--","--","--","--"," ","0.00","14.40","10","14.70","10","27.43",
="03024P","中租元大6A售03","10,000","1","5,000","0.50","0.50","0.50","0.50","X","0.00","0.48","110","0.49","100","0.00",
="03024X","富展03","0","0","0","--","--","--","--"," ","0.00","47.40","10","47.80","10","209.00",
="03025P","台積電元大6A售06","117,000","12","49,510","0.42","0.44","0.42","0.42","-","0.08","0.41","100","0.42","28","0.00",
="03025X","元展22","0","0","0","--","--","--","--"," ","0.00","22.80","495","22.90","495","77.20",
="03026P","富邦金元大6B售03","28,000","3","32,180","1.13","1.16","1.13","1.16","+","0.02","1.14","100","1.15","100","0.00",
="03026X","元展23","10,000","2","37,940","3.83","3.83","3.77","3.77","-","0.04","3.77","104","3.82","100","15.50",
="03027P","微星兆豐6B售01","0","0","0","--","--","--","--"," ","0.00","0.55","10","0.56","10","0.00",
="03027X","元展24","7,000","3","53,200","7.60","7.60","7.60","7.60"," ","0.00","7.60","99","7.75","100","27.43",
="03028P","國巨永豐6A售03","10,000","1","11,300","1.13","1.13","1.13","1.13"," ","0.00","1.06","30","1.07","30","0.00",
="03028X","元展25","41,000","6","911,800","22.30","22.30","22.00","22.10","X","0.00","22.10","9","22.20","11","71.30",
="03029P","華新科永豐6A售03","131,000","3","184,220","1.44","1.44","1.32","1.32","-","0.17","1.31","30","1.33","30","0.00",
="03029X","元展26","88,000","4","1,214,300","13.70","13.80","13.70","13.80","+","0.20","13.80","10","13.90","2","40.70",
="03030P","臺股指玉山6A售01","44,000","16","35,250","0.80","0.81","0.80","0.80","-","0.09","0.80","10","0.81","10","0.00",
="03031P","臺股指玉山6A售02","350,000","5","266,000","0.76","0.76","0.76","0.76","-","0.07","0.75","10","0.76","10","0.00",
="03031X","元展28","8,000","3","49,850","6.20","6.25","6.20","6.25","+","0.15","6.30","10","6.35","10","47.30",
="03032P","大立光國泰6A售10","0","0","0","--","--","--","--"," ","0.00","1.56","290","1.57","297","0.00",
="03032X","元展29","6,000","3","42,800","7.20","7.20","7.10","7.10"," ","0.00","7.10","116","7.20","100","13.75",
="03033P","大立光國泰6A售11","140,000","5","194,400","1.40","1.40","1.38","1.38","X","0.00","1.37","330","1.38","160","0.00",
="03033X","元展30","15,000","1","163,500","10.90","10.90","10.90","10.90","X","0.00","10.90","10","11.00","10","322.00",
="03034P","大立光國泰6A售12","0","0","0","--","--","--","--"," ","0.00","1.30","350","1.31","210","0.00",
="03035P","大立光國泰6A售13","0","0","0","--","--","--","--"," ","0.00","1.12","400","1.13","280","0.00",
="03035X","元展32","0","0","0","--","--","--","--"," ","0.00","5.40","10","5.50","10","24.50",
="03036P","大立光元富6A售06","239,000","9","254,350","1.07","1.07","1.05","1.05","-","0.10","1.04","40","1.05","25","0.00",
="03037P","大立光元富6A售07","130,000","2","160,960","1.24","1.24","1.22","1.22","-","0.09","1.21","25","1.22","25","0.00",
="03038P","大立光元富6A售08","424,000","7","492,980","1.17","1.20","1.15","1.15","-","0.13","1.14","25","1.15","22","0.00",
="03038X","元展35","0","0","0","--","--","--","--"," ","0.00","13.70","10","13.90","10","93.30",
="03039P","大立光統一6B售08","432,000","21","551,220","1.30","1.30","1.25","1.25","-","0.11","1.25","20","1.27","10","0.00",
="03039X","元展36","0","0","0","--","--","--","--"," ","0.00","6.15","10","6.30","10","290.00",
="03040P","華新科凱基6A售02","220,000","5","404,100","1.86","1.86","1.68","1.68","-","0.23","1.69","30","1.70","30","0.00",
="03040X","元展37","37,000","10","184,890","5.05","5.05","4.99","4.99","-","0.01","4.99","10","5.00","10","12.40",
="03041P","台積電元大6A售07","416,000","16","204,680","0.49","0.50","0.49","0.49","-","0.05","0.48","212","0.49","30","0.00",
="03041X","元展38","1,000","1","5,850","5.85","5.85","5.85","5.85","+","0.10","5.80","12","5.85","10","169.00",
="03042P","華通元大71售01","111,000","3","60,240","0.57","0.57","0.54","0.54","X","0.00","0.53","100","0.54","100","0.00",
="03042X","元展39","0","0","0","--","--","--","--"," ","0.00","9.00","10","9.15","10","38.75",
="03043P","華新科元大6A售03","151,000","12","186,380","1.28","1.28","1.18","1.18","-","0.20","1.18","100","1.19","100","0.00",
